0,1,2,3,4,5
Grinnell College,318,314,632,72,7th
JP DeFranco,74,78,152,12,15th
Evan Bunis,76,77,153,13,t-16th
Zach McGriff,87,78,165,25,t-37th
Carlo Morini,85,81,166,26,t-42nd
Jake Van Oort,83,91,174,34,52nd
