0,1,2,3,4,5
Grinnell College,308,313,621,53,5th
Evan Bunis,74,72,146,4,5th
Carlo Morini,77,79,156,14,t-19th
JP DeFranco,78,81,159,17,t-26th
Zach McGriff,79,81,160,18,t-29th
Jake Van Oort,81,81,162,20,t-36th
Nirabh Koirala#,83,82,165,23,t-42nd
