Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 1, 2022 (Thursday)",6:00 pm,Away,Augustana College (IL),"Rock Island, IL",,,,"L,2-3",Box ScoreRecap
"September 3, 2022 (Saturday)",10:00 am,Away,North Central College,"Dubuque, IA",,,,"L,0-3",Box ScoreRecap
"September 3, 2022 (Saturday)",2:00 pm,Away,University of Dubuque,"Dubuque, IA",,,,"L,0-3",Box ScoreRecap
"September 6, 2022 (Tuesday)",6:00 pm,Away,Principia College,"Elsah, IL",,,,"W,3-0",Box ScoreRecap
"September 10, 2022 (Saturday)",10:00 am,Home,Dominican University (Ill.),"Galesburg, IL/Memorial Gymnasium",,,,"W,3-0",Box ScoreRecap
"September 10, 2022 (Saturday)",2:00 pm,Home,Eureka College,"Galesburg, IL/Memorial Gymnasium",,,,"L,2-3",Box ScoreRecap
"September 13, 2022 (Tuesday)",7:00 pm,Away,Blackburn College,"Carlinville, IL",,,,"W,3-1",Box ScoreRecap
"September 17, 2022 (Saturday)",10:00 am,Away,Saint Mary's University (Minn.),"Dubuque, IA",,,,"W,3-2",Box ScoreRecap
"September 17, 2022 (Saturday)",12:00 pm,Away,Webster University,"Dubuque, IA",,,,"L,2-3",Box ScoreRecap
"September 23, 2022 (Friday)",7:00 pm,Home,Cornell College,"Galesburg, IL/Memorial Gymnasium",,,,"L,0-3",Box ScoreRecap
"September 24, 2022 (Saturday)",1:00 pm,Home,Beloit College,"Galesburg, IL/Memorial Gymnasium",,,,"L,1-3",Box ScoreRecap
"October 1, 2022 (Saturday)",1:00 pm,Home,Lawrence University,"Galesburg, IL/Memorial Gymnasium",,,,"W,3-0",Box ScoreRecap
"October 5, 2022 (Wednesday)",7:00 pm,Home,Monmouth College,"Galesburg, IL/Memorial Gymnasium",,,,"L,0-3",Box ScoreRecap
"October 7, 2022 (Friday)",3:00 pm,Neutral,Trinity Christian College (Ill.),"Palos Heights, IL",,,,"L,0-3",Box ScoreRecap
"October 7, 2022 (Friday)",5:00 pm,Neutral,University of St. Francis (Ill.),"Palos Heights, IL",,,,"L,0-3",Box ScoreRecap
"October 8, 2022 (Saturday)",10:00 am,Away,Judson University,"Palos Heights, IL",,,,"L,0-3",Box ScoreRecap
"October 11, 2022 (Tuesday)",7:00 pm,Home,Rockford University,"Galesburg, IL/Memorial Gymnasium",,,,"W,3-0",Box ScoreRecap
"October 13, 2022 (Thursday)",7:00 pm,Away,Grinnell College,"Grinnell, IA",,,,"L,0-3",Box ScoreRecap
"October 21, 2022 (Friday)",7:00 pm,Away,Ripon College,"Ripon, WI",,,,"L,2-3",Box ScoreRecap
"October 22, 2022 (Saturday)",1:00 pm,Away,Lake Forest College,"Lake Forest, IL",,,,"L,0-3",Box ScoreRecap
"October 29, 2022 (Saturday)",11:00 am,Away,Illinois College,"Jacksonville, IL",,,,"L,0-3",Box ScoreRecap
"October 29, 2022 (Saturday)",1:00 pm,Away,Greenville University,"Jacksonville, IL",,,,"L,0-3",Box ScoreRecap
"November 1, 2022 (Tuesday)",6:00 pm,Home,Hannibal-LaGrange University,"Galesburg, IL/Memorial Gymnasium",,,Senior Night,"L,1-3",Box ScoreRecap
