Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2016 (Thursday)",5 p.m.,Away,Lakeland College,"Plymouth, Wis.",,,"W,7-1",Box ScoreRecap
"September 3, 2016 (Saturday)",1 p.m.,Home,Maranatha Baptist  University,"RIPON, Wis./Prairie Field",,,"W,5-0",Box ScoreRecap
"September 7, 2016 (Wednesday)",7 p.m.,Away,UW-Platteville,"Platteville, Wis.",,,"W,2-0",Box ScoreRecap
"September 11, 2016 (Sunday)",4 p.m.,Home,Concordia University-Chicago,"RIPON, Wis./Prairie Field",,,"W,3-0",Box ScoreRecap
"September 14, 2016 (Wednesday)",4:30 p.m.,Home,Marian University,"RIPON, Wis./Prairie Field",,,"W,3-0",Box ScoreRecap
"September 18, 2016 (Sunday)",1 p.m.,Away,Northland College,"Ashland, Wis.",,,"W,4-1",Box ScoreRecap
"September 20, 2016 (Tuesday)",4 p.m.,Home,Wisconsin Lutheran College,"RIPON, Wis./Prairie Field",,,"W,7-0",Box ScoreRecap
"September 24, 2016 (Saturday)",3:30 p.m.,Home,Monmouth College,"RIPON, Wis./Prairie Field",,,"W,2-1",Box ScoreRecap
"September 25, 2016 (Sunday)",3:30 p.m.,Home,Cornell College,"RIPON, Wis./Prairie Field",,,"W,2-0",Box ScoreRecap
"September 29, 2016 (Thursday)",4 p.m.,Home,Finlandia University,"RIPON, Wis./Prairie Field",,,"W,9-0",Box ScoreRecap
"October 1, 2016 (Saturday)",3:30 p.m.,Away,St. Norbert College,"De Pere, Wis./ West De Pere High School",,,"T,1-1(2 OT)",Box ScoreRecap
"October 5, 2016 (Wednesday)",4 p.m.,Home,Beloit College,"RIPON, Wis./Prairie Field",,,"W,5-4",Box ScoreRecap
"October 9, 2016 (Sunday)",12 p.m.,Away,Bethany Lutheran College,"Mankato, Minn.",,,"W,5-1",Box ScoreRecap
"October 15, 2016 (Saturday)",3:30 p.m.,Away,Illinois College,"Jacksonville, Ill.",,,"W,4-0",Box ScoreRecap
"October 16, 2016 (Sunday)",3:30 p.m.,Away,Knox College,"Galesburg, Ill.",,,"L,0-1",Box ScoreRecap
"October 22, 2016 (Saturday)",3:30 p.m.,Home,Grinnell College,"RIPON, Wis./Prairie Field",,,"L,2-3",Box ScoreRecap
"October 26, 2016 (Wednesday)",7 p.m.,Away,Lawrence University,"Appleton, Wis.",,,"W,6-1",Box ScoreRecap
"October 30, 2016 (Sunday)",2:30 p.m.,Away,Lake Forest College,"Lake Forest, Ill.",,,"L,1-2",Box ScoreRecap
