Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"February 18, 2021 (Thursday)",12:30 PM,Neutral,Illinois Wesleyan University,"Peoria, Ill.",,,"L,4-6",Box ScoreRecap
"February 18, 2021 (Thursday)",2:15 PM,Neutral,Illinois Wesleyan University,"Peoria, Ill.",,,"L,0-10",Box ScoreRecap
"February 26, 2021 (Friday)",1:00 PM,Neutral,Simpson College,"Future Champions Fields | Jacksonville, Ill.",,,"W,7-0",Box ScoreRecap
"February 26, 2021 (Friday)",3:00 PM,Neutral,Simpson College,"Future Champions Fields | Jacksonville, Ill.",,,"L,8-10",Box ScoreRecap
"February 27, 2021 (Saturday)",5:00 PM,Neutral,Central College,"Future Champions Fields | Jacksonville, Ill.",,,"W,8-4",Box ScoreRecap
"February 28, 2021 (Sunday)",11:00 AM,Neutral,Simpson College,"Future Champions Fields | Jacksonville, Ill.",,,"W,8-7",Box ScoreRecap
"March 5, 2021 (Friday)",1:00 PM,Away,Millikin University,"Decatur, IL",,,"L,2-4",Box ScoreRecap
"March 5, 2021 (Friday)",3:00 PM,Away,Millikin University,"Decatur, IL",,,"L,2-10",Box ScoreRecap
"March 6, 2021 (Saturday)",3:00 PM,Neutral,Nebraska Wesleyan University,"Ellisville Athletic Association | Ellisville, MO",,,"L,0-3",Box ScoreRecap
"March 6, 2021 (Saturday)",5:00 PM,Neutral,DePauw University,"Ellisville Athletic Association | Ellisville, MO",,,"L,2-3",Box ScoreRecap
"March 10, 2021 (Wednesday)",2:00 PM,Home,Webster University,"Jacksonville, Ill.",,,"L,1-2",Box ScoreRecap
"March 10, 2021 (Wednesday)",4:00 PM,Home,Webster University,"Jacksonville, Ill.",,,"W,5-1",Box ScoreRecap
"March 12, 2021 (Friday)",2:00 PM,Home,Coe College,"Jacksonville, Ill.",,,"W,4-3",Box ScoreRecap
"March 12, 2021 (Friday)",4:00 PM,Home,Coe College,"Jacksonville, Ill.",,,"L,1-6",Box ScoreRecap
"April 2, 2021 (Friday)",1:00 PM,Away,Monmouth College,"Monmouth, IL",,,"W,13-4",Box ScoreRecap
"April 2, 2021 (Friday)",3:00 PM,Away,Monmouth College,"Monmouth, IL",,,"W,9-0",Box ScoreRecap
"April 3, 2021 (Saturday)",1:00 PM,Home,Knox College,"Jacksonville, Ill.",,,"W,9-05 inn.",Box ScoreRecap
"April 3, 2021 (Saturday)",3:00 PM,Home,Knox College,"Jacksonville, Ill.",,,"W,7-0",Box ScoreRecap
"April 11, 2021 (Sunday)",3:00 PM,Away,Cornell College,"Jacksonville, Ill.",,,"W,2-1",Box ScoreRecap
"April 11, 2021 (Sunday)",5:00 PM,Away,Cornell College,"Jacksonville, Ill.",,,"L,0-5",Box ScoreRecap
"April 14, 2021 (Wednesday)",3:00 PM,Away,Monmouth College,"Monmouth, IL",,,"W,3-0",Box ScoreRecap
"April 14, 2021 (Wednesday)",5:00 PM,Away,Monmouth College,"Monmouth, IL",,,"L,0-2",Box ScoreRecap
"April 17, 2021 (Saturday)",1:00 PM,Away,Knox College,"Galesburg, IL",,,"W,4-0",Box ScoreRecap
"April 17, 2021 (Saturday)",3:00 PM,Away,Knox College,"Galesburg, IL",,,"W,3-0",Box ScoreRecap
"April 18, 2021 (Sunday)",1:00 PM,Home,Grinnell College,"Jacksonville, Ill.",,,"W,3-2",Box ScoreRecap
"April 18, 2021 (Sunday)",3:00 PM,Home,Grinnell College,"Jacksonville, Ill.",,,"W,4-0",Box ScoreRecap
"April 22, 2021 (Thursday)",3:00 PM,Home,Monmouth College,"Jacksonville, Ill.",,,"W,3-0",Box ScoreRecap
"April 22, 2021 (Thursday)",5:00 PM,Home,Monmouth College,"Jacksonville, Ill.",,,"W,11-35 inn.",Box ScoreRecap
"April 25, 2021 (Sunday)",1:00 PM,Away,Cornell College,"Jacksonville, Ill.",,,"W,4-1",Box ScoreRecap
"April 25, 2021 (Sunday)",3:00 PM,Away,Cornell College,"Jacksonville, Ill.",,,"W,1-0",Box ScoreRecap
"April 30, 2021 (Friday)",3:00 PM,Home,Knox College,"Jacksonville, Ill.",,,"W,11-05 inn.",Box ScoreRecap
"April 30, 2021 (Friday)",5:00 PM,Home,Knox College,"Jacksonville, Ill.",,,"W,5-0",Box ScoreRecap
"May 9, 2021 (Sunday)",1:00 PM,Home,Cornell College,"Jacksonville, Ill.",,,Canceled,
"May 9, 2021 (Sunday)",3:00 PM,Home,Cornell College,"Jacksonville, Ill.",,,Canceled,
"May 10, 2021 (Monday)",3:00 PM,Away,Grinnell College,"Grinnell, IA",,,"W,9-2",Box ScoreRecap
"May 10, 2021 (Monday)",4:00 PM,Away,Grinnell College,"Grinnell, IA",,,"W,8-5",Box ScoreRecap
"May 15, 2021 (Saturday)",10:30 AM,Home,Lake Forest College,,,,"L,4-7",Box ScoreRecapChampionship Program
"May 15, 2021 (Saturday)",12:30 PM,Home,Lake Forest College,,,,"W,3-2",Box ScoreRecapChampionship Program
"May 15, 2021 (Saturday)",2:30 PM,Home,Lake Forest College,,,,"W,2-0",Box ScoreRecapChampionship Program
"May 21, 2021 (Friday)",10:00 AM,Neutral,University of Wisconsin-Oshkosh,"Eau Claire, Wis.",,,"L,2-4",Box ScoreRecapChampionship ProgramPhotos
"May 21, 2021 (Friday)",5:30 PM,Neutral,Piedmont College,"Eau Claire, Wis.",,,"L,1-10",Box ScoreRecapChampionship ProgramPhotos
