Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"August 29, 2014 (Friday)",3:00 PM,Away,Coe College,"Cedar Rapids, Iowa",,,"W,2-1",Box ScoreRecap
"August 30, 2014 (Saturday)",1:00 PM,Away,Iowa Wesleyan College,"Mount Pleasant, Iowa",,,"W,12-0",Box ScoreRecap
"September 6, 2014 (Saturday)",5:00 PM,Away,Greenville College,"Greenville, Ill.",,,"W,2-0",Box ScoreRecap
"September 10, 2014 (Wednesday)",5:00 PM,Home,Fontbonne University,"Jacksonville, Ill.",,,"W,1-0",Box ScoreRecap
"September 13, 2014 (Saturday)",3:30 PM,Home,Concordia University Chicago,"Jacksonville, Ill.",,,"W,1-0",Box ScoreRecap
"September 15, 2014 (Monday)",7:00 PM,Home,Benedictine University (Springfield),"Jacksonville, Ill.",,,"L,0-1(2OT)",Box ScoreRecap
"September 19, 2014 (Friday)",1:00 PM,Away,Spalding University (Ky.),"Louisville, Ky.",,,"W,1-0(2OT)",Box ScoreRecap
"September 23, 2014 (Tuesday)",5:00 PM,Away,Webster University,"St. Louis, Mo.",,,"L,1-5",Box ScoreRecap
"September 27, 2014 (Saturday)",1:30 PM,Away,Grinnell College,"Grinnell, Iowa",,,"L,0-3",Box ScoreRecap
"October 4, 2014 (Saturday)",1:30 PM,Away,Lawrence University,"Appleton, Wis.",,,"T,2-2(2OT)",Box ScoreRecap
"October 5, 2014 (Sunday)",1:30 PM,Away,St. Norbert College,"De Pere, Wis.",,,"W,2-0",Box ScoreRecap
"October 8, 2014 (Wednesday)",7:00 PM,Home,Monmouth College,"Jacksonville, Ill.",,,"L,1-2",Box ScoreRecap
"October 12, 2014 (Sunday)",1:30 PM,Home,Ripon College,"Jacksonville, Ill.",,,"W,2-1(OT)",Box ScoreRecap
"October 18, 2014 (Saturday)",1:30 PM,Home,Beloit College,"Jacksonville, Ill.",,,"W,4-0",Box ScoreRecap
"October 19, 2014 (Sunday)",1:30 PM,Home,Lake Forest College,"Jacksonville, Ill.",,,"L,1-2",Box ScoreRecap
"October 25, 2014 (Saturday)",1:30 PM,Away,Carroll University,"Waukesha, Wis.",,,"T,0-0",Box ScoreRecap
"October 29, 2014 (Wednesday)",4:00 PM,Away,Knox College,"Galesburg, Ill.",,,"W,2-1",Box ScoreRecap
"November 1, 2014 (Saturday)",2:30 PM,Home,Cornell College,"Jacksonville, Ill.",,,"W,5-1",Box ScoreRecap
