Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 1, 2023 (Friday)",5 p.m.,Home,Bethany Lutheran College,"Grinnell, IA/Darby Gymnasium",,,Grinnell/Central Tournament,"W,3-2(25-19, 16-25, 27-29, 25-13, 15-10)",Box ScoreRecap
"September 1, 2023 (Friday)",7 p.m.,Home,Dominican University (Ill.),"Grinnell, IA/Darby Gymnasium",,,Grinnell/Central Tournament,"W,3-1(17-25, 27-25, 25-15, 25-16)",Box ScoreRecap
"September 2, 2023 (Saturday)",11 a.m.,Home,University of Wisconsin-Stout,"Grinnell, IA/Darby Gymnasium",,,Grinnell/Central Tournament,"L,0-3(23-25, 18-25, 24-26)",Box ScoreRecap
"September 2, 2023 (Saturday)",1 p.m.,Home,Crown College,"Grinnell, IA/Darby Gymnasium",,,Grinnell/Central Tournament,"W,3-0(25-13, 25-16, 25-22)",Box ScoreRecap
"September 5, 2023 (Tuesday)",7 p.m.,Home,Buena Vista University,"Grinnell, IA/Darby Gymnasium",,,,"W,3-0(25-12, 25-23, 25-11)",Box ScoreRecap
"September 8, 2023 (Friday)",6 p.m.,Neutral,Luther College,"St. Paul, MN",,,Macalester Tournament,"L,2-3(25-19, 30-32, 22-25, 26-24, 13-15)",Box ScoreRecap
"September 9, 2023 (Saturday)",11 a.m.,Away,Macalester College,"St. Paul, MN",,,Macalester Tournament,"L,2-3(10-25, 25-20, 16-25, 28-26, 7-15)",Box ScoreRecap
"September 9, 2023 (Saturday)",1 p.m.,Neutral,University of Minnesota Morris,"St. Paul, MN",,,Macalester Tournament,"L,0-3(20-25, 19-25, 21-25)",Box ScoreRecap
"September 12, 2023 (Tuesday)",7 p.m.,Home,Wartburg College,"Grinnell, IA/Darby Gymnasium",,,,"L,1-3(24-26, 25-18, 15-25, 19-25)",Box ScoreRecap
"September 16, 2023 (Saturday)",Noon,Neutral,Adrian College,"Rock Island, IL",,,Augustana Tournament,"L,0-3(16-25, 21-25, 20-25)",Box ScoreRecap
"September 16, 2023 (Saturday)",2 p.m.,Neutral,Rose-Hulman Institute of Technology,"Rock Island, IL",,,Augustana Tournament,"W,3-0(25-10, 25-23, 26-24)",Box ScoreRecap
"September 19, 2023 (Tuesday)",7 p.m.,Away,Central College,"Pella, IA",,,,"W,3-1(25-23, 23-25, 25-20, 25-16)",Box ScoreRecap
"September 23, 2023 (Saturday)",2 p.m.,Neutral,Gustavus Adolphus College,"Northfield, MN",,,,"L,0-3(20-25, 19-25, 14-25)",Box ScoreRecap
"September 23, 2023 (Saturday)",4 p.m.,Away,Carleton College,"Northfield, MN",,,,"W,3-0(25-12, 25-13, 25-16)",Box ScoreRecap
"September 29, 2023 (Friday)",3 p.m.,Away,Loras College,"Dubuque, IA",,,,"L,2-3(25-22, 25-23, 23-25, 22-25, 13-15)",Box ScoreRecap
"September 29, 2023 (Friday)",5 p.m.,Neutral,Augustana College (IL),"Dubuque, IA",,,,"L,0-3(19-25, 19-25, 14-25)",Box ScoreRecap
"September 30, 2023 (Saturday)",10 a.m.,Neutral,Wartburg College,"Cedar Rapids, IA",,,Coe/Cornell Tournament,"L,0-3(13-25, 20-25, 15-25)",Box Score
"September 30, 2023 (Saturday)",Noon,Away,Coe College,"Cedar Rapids, IA",,,Coe/Cornell Tournament,"L,0-3(21-25, 11-25, 24-26)",Box ScoreRecap
"October 3, 2023 (Tuesday)",7 p.m.,Away,Beloit College,"Beloit, WI",,,,"W,3-0(25-15, 25-9, 25-20)",Box ScoreRecap
"October 7, 2023 (Saturday)",1 p.m.,Home,Lawrence University (Senior Day),"Grinnell, IA/Darby Gymnasium",,,,"W,3-0(25-21, 25-9, 25-12)",Box ScoreRecap
"October 13, 2023 (Friday)",7 p.m.,Home,Illinois College,"Grinnell, IA/Darby Gymnasium",,,,"L,0-3(21-25, 22-25, 14-25)",Box ScoreRecap
"October 14, 2023 (Saturday)",2 p.m.,Home,Knox College,"Grinnell, IA/Darby Gymnasium",,,,"W,3-0(25-20, 25-20, 25-8)",Box ScoreRecap
"October 16, 2023 (Monday)",6 p.m.,Away,Nebraska Wesleyan University,"Lincoln, NE",,,,"L,0-3(15-25, 18-25, 19-25)",Box ScoreRecap
"October 19, 2023 (Thursday)",7 p.m.,Away,Simpson College,"Indianola, IA",,,,"W,3-1(25-23, 19-25, 25-21, 25-22)",Box ScoreRecap
"October 20, 2023 (Friday)",7 p.m.,Home,University of Dubuque,"Grinnell, IA/Darby Gymnasium",,,,"L,2-3(18-25, 14-25, 25-20, 25-23, 16-18)",Box ScoreRecap
"October 27, 2023 (Friday)",7 p.m.,Away,Ripon College,"Ripon, WI",,,,"W,3-1(25-19, 25-13, 21-25, 25-12)",Box ScoreRecap
"October 28, 2023 (Saturday)",1 p.m.,Away,Lake Forest College,"Lake Forest,, IL",,,,"L,1-3(19-25, 25-27, 25-16, 21-25)",Box ScoreRecap
"November 1, 2023 (Wednesday)",7 p.m.,Home,Cornell College,"Grinnell, IA/Darby Gymnasium",,,,"L,1-3(25-27, 25-21, 24-26, 20-25)",Box ScoreRecap
"November 4, 2023 (Saturday)",1 p.m.,Away,Monmouth College,"Monmouth, IL",,,,"W,3-2(24-26, 25-27, 25-22, 25-19, 15-12)",Box ScoreRecap
"November 10, 2023 (Friday)",7 p.m.,Away,Cornell College (Semifinal),"Mount Vernon, IA",,,2023 Midwest Conference Tournament,"L,0-3(13-25, 13-25, 23-25)",Box ScoreRecap
