0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Wartburg Men's Fall Invite,"Sep 29-30, 2018",2,103-100=203,+59,35th/41
Grinnell vs. Pima Dual,"Mar 20, 2019",1,103,+31,t-11th/12
Jim Wetherbee Invite,"Mar 29-30, 2019",2,93-99=192,+48,t-108th/117
Wartburg Spring Invite,"Apr 5-6, 2019",2,98-97=195,+51,t-83rd/88
Grinnell Mini-Invite,"Apr 13, 2019",1,98,+26,18th/18
Midwest Conference Championships,"May 2-4, 2019",3,94-91-90=275,+59,t-32nd/36
SEASON TOTALS,SEASON TOTALS,11,1066 Avg. 96.9,+25,-
