0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Wartburg Men's Fall Invite,"Sep 29-30, 2018",2,99--2=99,+27,
SEASON TOTALS,SEASON TOTALS,1,99 Avg. 99.0,+27,-
