0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Wartburg Men's Fall Invite,"Sep 29-30, 2018",2,89-90=179,+35,33rd/41
Grinnell vs. Pima Dual,"Mar 20, 2019",1,100,+28,10th/12
Eagle Spring Classic,"Mar 24-25, 2019",2,96-94=190,+46,42nd/0
Jim Wetherbee Invite,"Mar 29-30, 2019",2,94-102=196,+52,112th/117
Wartburg Spring Invite,"Apr 5-6, 2019",2,87-92=179,+35,t-74th/88
Grinnell Mini-Invite,"Apr 13, 2019",1,87,+15,11th/18
Midwest Conference Championships,"May 2-4, 2019",3,91-93-90=274,+58,31st/36
SEASON TOTALS,SEASON TOTALS,13,1205 Avg. 92.7,+21,-
