Unnamed: 0,Time,Athletes,Meet,Meet Date
,44.21,"Hiser, Fuller, Walcher, Gilbert",Midwest Conference Outdoor Championships (South Division),"May 14, 2021"
,44.88,"Hiser, Fuller, Walcher, Geiman",2021 Prairie Fire Invitational,"Apr 24, 2021"
