Statistic,Grinnell College,Opponents OPP
Shots,Shots,Shots
Goals G,30,27
Goals Per Game G/AVG,2.00,1.80
Shots SH,233,203
Shots Per Game SH/AVG,15.5,13.5
Shots Percentage SH%,0.129,0.133
Shots On Goal SOG,129-233,83-203
Shots On Goal Percentage SOG%,0.554,0.409
Penalties,Penalties,Penalties
Yellow Cards YC,12,28
Red Cards RC,0,0
Miscellaneous,Miscellaneous,Miscellaneous
Assists A,31,18
Saves S,58,99
Fouls F,96,123
Corner Kicks CK,96,66
Penalty Kicks: Goals-Attempts PG-PA,0-0,3-3
