Statistic,High,Player,Opponent
POINTS,8,Jasper Yang,Beloit (9/22/2018)
GOALS,4,Jasper Yang,Beloit (9/22/2018)
ASSISTS,2,Mikoto Kobayashi Zach Steinberg Ray Goedeker,Iowa Wesleyan Univer (9/14/2018) Beloit (9/22/2018) Lawrence (9/30/2018)
SHOTS,9,Keegan Kaas,Lawrence (9/30/2018)
SHOTS ON GOAL,7,Jasper Yang,Beloit (9/22/2018)
SAVES,9,Jared Cloutier,Knox (10/6/2018)
FOULS,8,Team,Illinois College (10/27/2018)
