0,1,2
POINTS,3,Lake Forest (9/29/2018) Cornell College (10/24/2018)
GOALS,1,Lake Forest (9/29/2018) Monmouth (IL) (10/20/2018) Cornell College (10/24/2018)
ASSISTS,1,Lake Forest (9/29/2018) Cornell College (10/24/2018)
SHOTS,3,Carleton (9/1/2018) Illinois Wesleyan (9/15/2018) St. Norbert College (10/14/2018)
SHOTS ON GOAL,4,Iowa Wesleyan Univer (9/14/2018)
SAVES,1,Coe (8/31/2018) Buena Vista (9/9/2018) Lake Forest (9/29/2018) Lawrence (9/30/2018)
FOULS,2,Carleton (9/1/2018)
CORNER KICKS,1,Illinois Wesleyan (9/15/2018) St. Norbert College (10/14/2018)
