0,1,2
POINTS,8,Beloit (9/22/2018)
GOALS,4,Beloit (9/22/2018)
ASSISTS,2,Iowa Wesleyan Univer (9/14/2018) Beloit (9/22/2018) Lawrence (9/30/2018)
SHOTS,9,Lawrence (9/30/2018)
SHOTS ON GOAL,7,Beloit (9/22/2018)
SAVES,9,Knox (10/6/2018)
FOULS,8,Illinois College (10/27/2018)
