0,1,2
POINTS,2,Coe (8/31/2018) Buena Vista (9/9/2018) Ripon College (10/13/2018)
GOALS,1,Coe (8/31/2018) Carleton (9/1/2018) Buena Vista (9/9/2018) Ripon College (10/13/2018)
ASSISTS,1,Carleton (9/1/2018) Knox (10/6/2018)
SHOTS,5,Coe (8/31/2018) Lawrence (9/30/2018) Ripon College (10/13/2018)
SHOTS ON GOAL,3,Coe (8/31/2018) Buena Vista (9/9/2018)
SAVES,1,Iowa Wesleyan Univer (9/14/2018) St. Norbert College (10/14/2018)
FOULS,4,Illinois Wesleyan (9/15/2018)
CORNER KICKS,1,Coe (8/31/2018) Iowa Wesleyan Univer (9/14/2018) Lake Forest (9/29/2018) Lawrence (9/30/2018) Ripon College (10/13/2018) St. Norbert College (10/14/2018) Illinois College (10/27/2018)
