Statistic,High,Opponent
POINTS,20,Lawrence (9/30/2018)
GOALS,7,Lawrence (9/30/2018)
ASSISTS,6,Lawrence (9/30/2018)
SHOTS,43,Lawrence (9/30/2018)
SHOTS ON GOAL,22,Lawrence (9/30/2018)
SAVES,9,Knox (10/6/2018)
FOULS,14,Coe (8/31/2018)
CORNER KICKS,14,Iowa Wesleyan Univer (9/14/2018)
