#,Player,GP,GS,MIN,G,A,PTS,SH,SH%,SOG,SOG%,YC-RC,GW,PG-PA,Bio Link
10,"Yang, Jasper 10Yang, Jasper",15,11,887,12,2,26,41,0.293,29,0.707,0-0,4,0-0,View Bio
14,"Goedeker, Ray 14Goedeker, Ray",15,5,659,4,4,12,26,0.154,13,0.5,0-0,2,0-0,View Bio
5,"Kobayashi, Mikoto 5Kobayashi, Mikoto",15,10,773,1,8,10,26,0.038,11,0.423,0-0,0,0-0,View Bio
15,"Ritter, Caleb 15Ritter, Caleb",14,2,380,3,1,7,7,0.429,5,0.714,0-0,1,0-0,View Bio
11,"Sorenson, Evan 11Sorenson, Evan",12,11,787,3,1,7,24,0.125,8,0.333,1-0,1,0-0,View Bio
6,"Reeves, Zac 6Reeves, Zac",15,15,1111,1,4,6,16,0.063,13,0.813,1-0,0,0-0,View Bio
7,"Fluharty, Noah 7Fluharty, Noah",15,11,736,0,4,4,12,0.0,7,0.583,3-0,0,0-0,View Bio
27,"Steinberg, Zach 27Steinberg, Zach",15,15,1061,1,2,4,11,0.091,9,0.818,3-0,0,0-0,View Bio
8,"Kaas, Keegan 8Kaas, Keegan",15,6,377,1,1,3,17,0.059,7,0.412,2-0,0,0-0,View Bio
4,"Pflipsen, Thomas 4Pflipsen, Thomas",15,15,1203,1,1,3,2,0.5,1,0.5,1-0,0,0-0,View Bio
16,"Sorenson, Max 16Sorenson, Max",15,4,486,1,1,3,8,0.125,4,0.5,0-0,0,0-0,View Bio
17,"Naik, Sam 17Naik, Sam",15,8,738,1,0,2,14,0.071,6,0.429,0-0,0,0-0,View Bio
9,"Buse, Kyle 9Buse, Kyle",15,12,951,0,1,1,12,0.0,6,0.5,0-0,0,0-0,View Bio
12,"Fuller, Az 12Fuller, Az",13,4,381,0,1,1,6,0.0,4,0.667,1-0,0,0-0,View Bio
29,29,1,0,5,0,0,0,0,0.0,0,0.0,0-0,0,0-0,
13,"Cladouhos, Henry 13Cladouhos, Henry",12,0,212,0,0,0,5,0.0,2,0.4,0-0,0,0-0,View Bio
1,"Cloutier, Jared 1Cloutier, Jared",15,15,1232,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
19,"Colaiace, Theo 19Colaiace, Theo",10,0,166,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
29,"Djamali, Kian 29Djamali, Kian",7,0,69,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
2,"Heller, Ben 2Heller, Ben",14,6,298,0,0,0,4,0.0,2,0.5,0-0,0,0-0,View Bio
23,"Miller, Zeke 23Miller, Zeke",15,15,1251,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
21,"Qureshi, Muhamm saad 21Qureshi, Muhamm saad",5,0,38,0,0,0,1,0.0,0,0.0,0-0,0,0-0,
24,"Vega, Rudy 24Vega, Rudy",7,0,54,0,0,0,1,0.0,1,1.0,0-0,0,0-0,View Bio
TM,Team TMTeam,1,0,0,1,0,2,0,0.0,1,0.0,0-0,0,0-0,
,Total,15,-,13855,30,31,91,233,0.129,129,0.554,12-0,8,0-0,
,Opponent,15,-,13807,27,18,72,203,0.133,83,0.409,28-0,7,3-3,
