Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2015 (Tuesday)",5:00 pm,Home,Principia College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"W,2-1",Box Score
"September 6, 2015 (Sunday)",1:30 pm,Home,Alma College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"L,1-2",Box ScoreRecap
"September 12, 2015 (Saturday)",1:30 pm,Away,Concordia University (Wis.),"Mequon, Wisconsin",,,"L,0-2",Box ScoreRecap
"September 13, 2015 (Sunday)",1:30 pm,Away,Marian University,"Fond du Lac, WI",,,"L,0-2",Box ScoreRecap
"September 15, 2015 (Tuesday)",7:00 pm,Away,Augustana College (IL),"Rock Island, IL",,,"L,1-3",Box ScoreRecap
"September 19, 2015 (Saturday)",2:30 pm,Away,Cornell College,"Mount Vernon, IA",,,"W,2-1",Box ScoreRecap
"September 23, 2015 (Wednesday)",4:30 pm,Away,Central College,"Pella, IA",,,"W,2-0",Box ScoreRecap
"September 26, 2015 (Saturday)",3:30 pm,Home,Beloit College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"L,0-1",Box ScoreRecap
"September 30, 2015 (Wednesday)",4:00 pm,Home,University of Dubuque,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"L,0-4",Box ScoreRecap
"October 3, 2015 (Saturday)",1:30 pm,Home,St. Norbert College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"L,1-3",Box Score
"October 4, 2015 (Sunday)",1:30 pm,Home,Ripon College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"W,2-0",Box ScoreRecap
"October 10, 2015 (Saturday)",2:30 pm,Away,Grinnell College,"Grinnell, IA",,,"L,0-1",Box ScoreRecap
"October 14, 2015 (Wednesday)",7:00 pm,Away,Millikin University,"Decatur, IL",,,"L,0-3",Box ScoreRecap
"October 17, 2015 (Saturday)",1:30 pm,Away,Lake Forest College,"Lake Forest, IL",,,"L,0-2",Box ScoreRecap
"October 18, 2015 (Sunday)",1:30 pm,Away,Carroll University,"Waukesha, WI",,,"L,0-4",Box ScoreRecap
"October 24, 2015 (Saturday)",1:30 pm,Home,Knox College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"W,2-1",Box ScoreRecap
"October 27, 2015 (Tuesday)",3:00 pm,Home,Illinois College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"(2 OT)T,1-1",Box ScoreRecap
"October 31, 2015 (Saturday)",1:30 pm,Away,Lawrence University,"Appleton, WI",,,"L,0-1",Box ScoreRecap
