0,1,2,3,4,5
Grinnell,336,341,677,101,14th
Alex Plemmons,83,80,163,19,t-28th
Stephanie Spahr,81,83,164,20,t-41st
Mallory Messin,87,89,176,32,t-79th
Natalie Klee,88,89,177,33,t-83rd
Elizabeth Burnett,85,98,183,39,t-103rd
