Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2007 (Saturday)",,Home,Olivet Nazarene,"De Pere, Wis. - Minahan Stadium",,,"W,34-27",
"September 8, 2007 (Saturday)",,Away,Grinnell,"Grinnell, Iowa",,,"W,35-13",
"September 15, 2007 (Saturday)",,Home,Lawrence,"De Pere, Wis. - Minahan Stadium",,,"W,40-11",
"September 22, 2007 (Saturday)",,Away,Lake Forest,"Lake Forest, Ill.",,,"W,36-6",
"September 29, 2007 (Saturday)",,Home,Knox,"De Pere, Wis. - Minahan Stadium",,,"W,49-14",
"October 6, 2007 (Saturday)",,Away,Monmouth,"Monmouth, Ill.",,,"W,42-28",
"October 13, 2007 (Saturday)",,Away,Carroll,"Waukesha, Wis.",,,"W,26-24",
"October 20, 2007 (Saturday)",,Home,Ripon,"De Pere, Wis. - Minahan Stadium",,,"W,52-27",
"October 27, 2007 (Saturday)",,Home,Beloit,"De Pere, Wis. - Minahan Stadium",,,"W,55-9",
"November 3, 2007 (Saturday)",,Away,Illinois College,"Jacksonville, Ill.",,,"W,31-24",
"November 17, 2007 (Saturday)",,Home,UW-Eau Claire,"De Pere, Wis. - Minahan Stadium",,,"L,24-20",
