Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2006 (Friday)",3:00 PM,Away,University of Wisconsin-Whitewater,"Whitewater, WI",,,"L,1-2",
"September 2, 2006 (Saturday)",3:15 PM,Away,Edgewood College,"Madison, WI",,,"L,0-1",
"September 6, 2006 (Wednesday)",7:30 PM,Home,Bethel University,Macalester Stadium,,,"W,2-1",
"September 8, 2006 (Friday)",7:30 PM,Home,Ripon College,Macalester Stadium,,,"(ot)W,1-0",
"September 17, 2006 (Sunday)",5:00 PM,Away,Luther College,"Decorah, IA",,,"W,2-0",
"September 22, 2006 (Friday)",7:30 PM,Home,Saint Mary's University (Minn.),Macalester Stadium,,,"(2ot)W,3-2",
"September 24, 2006 (Sunday)",2:00 PM,Home,Simpson College,Macalester Stadium,,,"W,1-0",
"September 26, 2006 (Tuesday)",7:30 PM,Home,Central College,Macalester Stadium,,,"(2ot)T,0-0",
"September 29, 2006 (Friday)",7:30 PM,Away,Augsburg University,"Minneapolis, MN",,,"W,2-1",
"October 3, 2006 (Tuesday)",4:00 PM,Away,University of St. Thomas,"St. Paul, MN",,,"L,1-2",
"October 6, 2006 (Friday)",7:30 PM,Home,Gustavus Adolphus College,Macalester Stadium,,,"L,0-1",
"October 11, 2006 (Wednesday)",4:00 PM,Away,Saint John's University,"Collegeville, MN",,,"L,1-2",
"October 14, 2006 (Saturday)",3:00 PM,Away,Concordia College (Minn.),"Moorhead, MN",,,"W,4-2",
"October 19, 2006 (Thursday)",4:00 PM,Away,Wartburg College,"Waverly, IA",,,"L,1-2",
"October 21, 2006 (Saturday)",1:00 PM,Away,St. Olaf College,"Northfield, MN",,,"L,0-2",
"October 24, 2006 (Tuesday)",7:30 PM,Home,Carleton College,Macalester Stadium,,,"L,1-4",
"October 27, 2006 (Friday)",7:30 PM,Home,Hamline University,Macalester Stadium,,,"W,3-2",
