Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"February 23, 2020 (Sunday)",1:00 PM,Home,MacMurray College,"Jacksonville, Ill.",,,,"L,3-4(10 innings)",Box ScoreRecap
"March 1, 2020 (Sunday)",1:45 PM (EST),Neutral,Aurora University,"Auburndale, Fla. (Lake Myrtle Field 5)",,,Russ Matt Central Florida Baseball Invitational,"L,2-12(7 innings)",Box ScoreRecap
"March 1, 2020 (Sunday)",5:45 PM (EST),Neutral,Clark University,"Auburndale, Fla. (Lake Myrtle Field 5)",,,Russ Matt Central Florida Baseball Invitational,"L,8-14",Box ScoreRecap
"March 2, 2020 (Monday)",10:30 AM (EST),Neutral,Grove City College,"Auburndale, Fla. (Lake Myrtle Field 7)",,,Russ Matt Central Florida Baseball Invitational,"L,8-13",Box ScoreRecap
"March 2, 2020 (Monday)",1:30 PM (EST),Neutral,Grove City College,"Auburndale, Fla. (Lake Myrtle Field 7)",,,Russ Matt Central Florida Baseball Invitational,"L,4-6",Box ScoreRecap
"March 4, 2020 (Wednesday)",10:30 AM (EST),Neutral,Saint Vincent College,"Winter Haven, Fla. (Chain O' Lakes Field 1)",,,Russ Matt Central Florida Baseball Invitational,"W,16-3(7 innings)",Box ScoreRecap
"March 5, 2020 (Thursday)",9:30 AM (EST),Neutral,Saint Joseph's College of Maine,"Winter Haven, Fla. (Chain O' Lakes Stadium)",,,Russ Matt Central Florida Baseball Invitational,"L,8-9",Box ScoreRecap
"March 6, 2020 (Friday)",9:00 AM (EST),Neutral,Emerson College,"Auburndale, Fla. (Lake Myrtle Main Field)",,,Russ Matt Central Florida Baseball Invitational,"W,3-0",Box ScoreRecap
"March 6, 2020 (Friday)",12:30 PM (EST),Neutral,Illinois Wesleyan University,"Auburndale, Fla. (Lake Myrtle Main Field)",,,Russ Matt Central Florida Baseball Invitational,"L,8-11",Box ScoreRecap
"March 13, 2020 (Friday)",12:00 PM,Home,Augustana College,"Jacksonville, Ill.",,,,Canceled,
"March 13, 2020 (Friday)",3:00 PM,Home,Augustana College,"Jacksonville, Ill.",,,,Canceled,
"March 15, 2020 (Sunday)",11:00 AM,Home,Eureka College,"Jacksonville, Ill.",,,,Canceled,
"March 15, 2020 (Sunday)",2:30 PM,Home,Elmhurst College,"Jacksonville, Ill.",,,,Canceled,
"March 19, 2020 (Thursday)",5:00 PM,Away,Fontbonne University,"St. Louis, Mo.",,,,Canceled,
"March 21, 2020 (Saturday)",11:00 AM,Away,Millikin University,"Decatur, Ill.",,,,Canceled,
"March 21, 2020 (Saturday)",2:00 PM,Neutral,Rockford University,"Decatur, Ill.",,,,Canceled,
"March 25, 2020 (Wednesday)",3:00 PM,Away,Eastern Illinois University,"Charleston, Ill.",,,,Canceled,
"March 28, 2020 (Saturday)",1:00 PM,Home,Beloit College,"Jacksonville, Ill.",,,,Canceled,
"March 28, 2020 (Saturday)",3:30 PM,Home,Beloit College,"Jacksonville, Ill.",,,,Canceled,
"April 4, 2020 (Saturday)",12:00 PM,Away,Monmouth College,"Monmouth, Ill.",,,,Canceled,
"April 4, 2020 (Saturday)",2:30 PM,Away,Monmouth College,"Monmouth, Ill.",,,,Canceled,
"April 5, 2020 (Sunday)",12:00 PM,Home,Monmouth College,"Jacksonville, Ill.",,,,Canceled,
"April 5, 2020 (Sunday)",2:30 PM,Home,Monmouth College,"Jacksonville, Ill.",,,,Canceled,
"April 9, 2020 (Thursday)",12:00 PM,Home,Knox College,"Jacksonville, Ill.",,,,Canceled,
"April 9, 2020 (Thursday)",2:30 PM,Home,Knox College,"Jacksonville, Ill.",,,,Canceled,
"April 11, 2020 (Saturday)",12:00 PM,Away,Knox College,"Galesburg, Ill.",,,,Canceled,
"April 11, 2020 (Saturday)",2:30 PM,Away,Knox College,"Galesburg, Ill.",,,,Canceled,
"April 18, 2020 (Saturday)",12:00 PM,Home,St. Norbert College,"Jacksonville, Ill.",,,,Canceled,
"April 18, 2020 (Saturday)",2:30 PM,Home,St. Norbert College,"Jacksonville, Ill.",,,,Canceled,
"April 19, 2020 (Sunday)",12:00 PM,Home,Ripon College,"Jacksonville, Ill.",,,,Canceled,
"April 19, 2020 (Sunday)",2:30 PM,Home,Ripon College,"Jacksonville, Ill.",,,,Canceled,
"April 25, 2020 (Saturday)",12:00 PM,Home,Grinnell College,"Jacksonville, Ill.",,,,Canceled,Grinnell Press Release
"April 25, 2020 (Saturday)",2:30 PM,Home,Grinnell College,"Jacksonville, Ill.",,,,Canceled,Grinnell Press Release
"April 26, 2020 (Sunday)",10:00 AM,Home,Grinnell College,"Jacksonville, Ill.",,,,Canceled,Grinnell Press Release
"April 26, 2020 (Sunday)",12:30 PM,Home,Grinnell College,"Jacksonville, Ill.",,,,Canceled,Grinnell Press Release
"May 2, 2020 (Saturday)",12:00 PM,Away,Cornell College,"Mount Vernon, Iowa",,,,Canceled,
"May 2, 2020 (Saturday)",2:30 PM,Away,Cornell College,"Mount Vernon, Iowa",,,,Canceled,
"May 3, 2020 (Sunday)",11:00 AM,Away,Cornell College,"Mount Vernon, Iowa",,,,Canceled,
"May 3, 2020 (Sunday)",1:30 PM,Away,Cornell College,"Mount Vernon, Iowa",,,,Canceled,
"May 8, 2020 (Friday)",TBA,Neutral,TBA,at North Division Champion,,,Midwest Conference Tournament,Canceled,
