Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"March 5, 1982 (Friday)",,Away,University of Wisconsin-La Crosse Invitational,"La Crosse, WI",,,4th/5 Teams,
"April 1, 1982 (Thursday)",,Away,Saint Louis University,"Saint Louis, MO",,,"L,0-9",
"April 1, 1982 (Thursday)",,Away,University of Missouri - St. Louis,"St. Louis, MO",,,"L,4-5",
"April 2, 1982 (Friday)",,Away,Washington U.,"St. Louis, MO",,,"L,0-6",
"April 3, 1982 (Saturday)",,Away,Western Illinois University,"Macomb, IL",,,"L,1-8",
"April 12, 1982 (Monday)",,Away,Coe,"Cedar Rapids, IA",,,"W,5-4",
"April 16, 1982 (Friday)",,Away,Cornell Invitational,"Mount Vernon, IA",,,2nd/8 Teams,
"April 21, 1982 (Wednesday)",,Away,Northern Iowa,"Grinnell, IA",,,"L,0-9",
"April 24, 1982 (Saturday)",,Home,Iowa State JV,"Grinnell, IA",,,"L,3-6",
"April 27, 1982 (Tuesday)",,Home,Drake,"Grinnell, IA",,,"L,1-8",
"May 1, 1982 (Saturday)",,Home,Grinnell Quadrangular,"Grinnell, IA",,,4th/4 Teams,
"May 7, 1982 (Friday)",,Away,Midwest Conference Tournament,"Northfield, MN",,,5th/11 Teams,
