Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Lindstrom, Jake",SR-4,4.16m,"13' 7.75""",2014 Midwest Conference Championships,"Feb 28, 2014"
,"Lindstrom, Jake",SR-4,4.11m,"13' 5.75""",Darren Young Indoor Classic,"Feb 15, 2014"
,"Lindstrom, Jake",SR-4,4.05m,"13' 3.5""",2014 Hilltop Invite,"Feb 1, 2014"
,"Lindstrom, Jake",SR-4,4.01m,"13' 1.75""",2014 Midwest Conference Championships,"Feb 28, 2014"
,"Lindstrom, Jake",SR-4,3.95m,"12' 11.5""",Wartburg Invite,"Feb 22, 2014"
,"Lindstrom, Jake",SR-4,3.91m,"12' 10""",Grinnell College Indoor Invitational Track & Field Meet,"Feb 8, 2014"
,"Lindstrom, Jake",SR-4,3.90m,"12' 9.5""",2014 Hilltop Invite,"Feb 1, 2014"
,"Lindstrom, Jake",SR-4,3.75m,"12' 3.5""",2014 Hilltop Invite,"Feb 1, 2014"
,"Hernandez, Luis",JR-3,3.41m,"11' 2.25""",2014 Midwest Conference Championships,"Feb 28, 2014"
,"Hernandez, Luis",JR-3,3.35m,"10' 11.75""",Wartburg Invite,"Feb 22, 2014"
,"Hernandez, Luis",JR-3,3.31m,"10' 10.25""",Grinnell College Indoor Invitational Track & Field Meet,"Feb 8, 2014"
,"Hernandez, Luis",JR-3,3.26m,"10' 8.25""",2014 Midwest Conference Championships,"Feb 28, 2014"
,"Hernandez, Luis",JR-3,3.21m,"10' 6.25""",Darren Young Indoor Classic,"Feb 15, 2014"
,"Hernandez, Luis",JR-3,3.20m,"10' 6""",Wartburg Invite,"Feb 22, 2014"
,"Hernandez, Luis",JR-3,3.15m,"10' 4""",2014 Hilltop Invite,"Feb 1, 2014"
,"Hernandez, Luis",JR-3,3.05m,"10' 0""",Wartburg Invite,"Feb 22, 2014"
,"Hernandez, Luis",JR-3,3.00m,"9' 10""",2014 Hilltop Invite,"Feb 1, 2014"
