Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Serunjogi, Tefiro",JR-3,9.92m,"32' 6.5""",Wartburg Invite,"Feb 22, 2014"
,"Serunjogi, Tefiro",JR-3,9.89m,"32' 5.5""",2014 Midwest Conference Championships,"Feb 28, 2014"
,"Serunjogi, Tefiro",JR-3,9.76m,"32' 0.25""",Darren Young Indoor Classic,"Feb 15, 2014"
,"Serunjogi, Tefiro",JR-3,9.63m,"31' 7.25""",Wartburg Invite,"Feb 22, 2014"
,"Serunjogi, Tefiro",JR-3,9.13m,"29' 11.5""",2014 Hilltop Invite,"Feb 1, 2014"
,"Serunjogi, Tefiro",JR-3,9.10m,"29' 10.25""",Wartburg Invite,"Feb 22, 2014"
,"Serunjogi, Tefiro",JR-3,9.07m,"29' 9.25""",2014 Midwest Conference Championships,"Feb 28, 2014"
,"Serunjogi, Tefiro",JR-3,9.04m,"29' 8""",2014 Hilltop Invite,"Feb 1, 2014"
,"Serunjogi, Tefiro",JR-3,8.98m,"29' 5.5""",Grinnell College Indoor Invitational Track & Field Meet,"Feb 8, 2014"
,"Serunjogi, Tefiro",JR-3,8.77m,"28' 9.25""",2014 Midwest Conference Championships,"Feb 28, 2014"
,"Serunjogi, Tefiro",JR-3,8.39m,"27' 6.5""",2014 Hilltop Invite,"Feb 1, 2014"
