Unnamed: 0,Time,Athletes,Meet,Meet Date
,3:28.60,"Fulgoni, Edwards, Silvia, Moorehead",Darren Young Indoor Classic,"Feb 15, 2014"
,3:28.82,"Silvia, Moorehead, Braun, Edwards",Wartburg Invite,"Feb 22, 2014"
,3:35.16,"Silvia, Fulgoni, McCarthy, Moorehead",Grinnell College Indoor Invitational Track & Field Meet,"Feb 8, 2014"
,3:38.34,"Edwards, Braun, Fulgoni, Silvia",2014 Midwest Conference Championships,"Feb 28, 2014"
,3:38.45,"Braun, Fulgoni, Silvia, Moorehead",2014 Hilltop Invite,"Feb 1, 2014"
,3:39.39,"Braun, Kolacia, Hardman, Dowdell",Darren Young Indoor Classic,"Feb 15, 2014"
