Unnamed: 0,Time,Athletes,Meet,Meet Date
,3:30.22,"Jacobs, Fuller, O'Reilly, Willis",Liz Wuertz Invite,"Feb 19, 2022"
,3:32.02,"Fuller, O'Reilly, Boev, Willis",Midwest Conference Indoor Championships,"Feb 25, 2022"
,3:38.07,"Jacobs, James, Cantor, O'Reilly",Luther College Invitational,"Feb 5, 2022"
,3:38.13,"Jacobs, Fuller, James, Willis",Hilltop Invitational,"Jan 22, 2022"
,3:45.62,"O'Reilly, Cantor, Nickeson, Boev",Darren Young Invitational,"Feb 12, 2022"
,3:47.14,"O'Reilly, Cantor, Boev, Harvey",Hilltop Invitational,"Jan 22, 2022"
,3:56.02,"Brotman, Harvey, Goodell, Rowekamp",Luther College Invitational,"Feb 5, 2022"
,3:57.66,"Brotman, Goodell, Krysan, Short",Liz Wuertz Invite,"Feb 19, 2022"
,4:00.43,"Nickeson, Snyder, Krysan, Shumba",Luther College Invitational,"Feb 5, 2022"
