Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2021 (Wednesday)",1 pm,Away,University of Wisconsin-La Crosse,"La Crosse, WI",,,"L,0-9",Recap
"September 4, 2021 (Saturday)",3 pm,Home,Bryant and Stratton College,"Appleton, WI/ Lawrence Courts",,,"W,7-2",Recap
"September 9, 2021 (Thursday)",4 pm,Home,University of Wisconsin-Oshkosh,"Appleton, WI/ Lawrence Courts",,,"W,5-4",Recap
"September 11, 2021 (Saturday)",11 am,Away,University of Wisconsin-Stevens Point,"Stevens Point, WI",,,"L,0-9",Box ScoreRecap
"September 18, 2021 (Saturday)",9 am,Away,Cornell College,"Mount Vernon, IA",,,"W,7-2",Box Score
"September 18, 2021 (Saturday)",2 pm,Away,Grinnell College,"Grinnell, IA",,,"L,0-9",Recap
"September 25, 2021 (Saturday)",9 am,Home,Illinois College,"Appleton, WI/ Lawrence Courts",,,"W,7-2",Recap
"September 25, 2021 (Saturday)",2 pm,Home,Monmouth College,"Appleton, WI/ Lawrence Courts",,,"W,9-0",Recap
"October 2, 2021 (Saturday)",11 am,Away,Ripon College,"Ripon, WI",,,"W,7-2",Box ScoreRecap
"October 9, 2021 (Saturday)",2 pm,Away,Lake Forest College,"Lake Forest, IL",,,"L,0-9",Recap
"October 15, 2021 (Friday)",9 am,Neutral,Lake Forest College,"Middleton, WI",,,"L,0-5",Recap
"October 16, 2021 (Saturday)",1 pm,Away,Midwest Conference Individual Championships,"Madison, WI",,,,Recap
"October 17, 2021 (Sunday)",1 pm,Away,Midwest Conference Individual Championships,"Madison, WI",,,,Recap
"April 10, 2022 (Sunday)",9:30 am,Home,North Park University,"Appleton, WI/ Lawrence Courts",,,"L,4-5",Recap
"April 10, 2022 (Sunday)",3:30 pm,Home,University of Wisconsin-Stevens Point,"Appleton, WI/ Lawrence Courts",,,"L,2-7",Recap
