Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"March 1, 2010 (Monday)",,Neutral,College of St. Benedict,,,,"L,5-12",
"March 1, 2010 (Monday)",,Neutral,Ferrum College,,,,"L,0-11",
"March 2, 2010 (Tuesday)",,Neutral,Widener University,,,,"L,4-6",
"March 2, 2010 (Tuesday)",,Neutral,Alverno College,,,,"L,3-4",
"March 3, 2010 (Wednesday)",,Neutral,Alverno College,,,,"W,11-2",
"March 3, 2010 (Wednesday)",,Neutral,Rochester Institute of Technology,,,,"L,3-5",
"March 5, 2010 (Friday)",,Neutral,Clarke University,,,,"L,0-3",
"March 5, 2010 (Friday)",,Neutral,York College,,,,"L,2-8",
"March 6, 2010 (Saturday)",,Neutral,Chatham University,,,,"L,5-9",
"March 6, 2010 (Saturday)",,Neutral,Aurora University,,,,"L,0-6",
"March 24, 2010 (Wednesday)",,Home,Wheaton College (Ill.),"Beloit, Wis./Strong Complex Softball Field",,,"W,5-3",
"March 24, 2010 (Wednesday)",,Home,Wheaton College (Ill.),"Beloit, Wis./Strong Complex Softball Field",,,"L,3-13",
"March 30, 2010 (Tuesday)",,Away,UW-Platteville,"Platteville, Wis.",,,"L,2-7",
"March 30, 2010 (Tuesday)",,Away,UW- Platteville,"Platteville, Wis.",,,"L,4-12",
"April 1, 2010 (Thursday)",,Home,Viterbo University,"Beloit, WIs./Strong Complex Softball Field",,,"L,1-2",
"April 1, 2010 (Thursday)",,Home,Viterbo University,"Beloit, WIs./Strong Complex Softball Field",,,"W,7-5",
"April 3, 2010 (Saturday)",,Home,St. Norbert College,"Beloit, WIs./Strong Complex Softball Field",,,"L,2-5",
"April 3, 2010 (Saturday)",,Home,St. Norbert College,"Beloit, Wis./Strong Complex Softball Field",,,"L,3-16",
"April 8, 2010 (Thursday)",,Away,North Central College,"Naperville, Ill.",,,"L,1-13",
"April 8, 2010 (Thursday)",,Away,North Central College,"Naperville, Ill.",,,"L,0-11",
"April 10, 2010 (Saturday)",,Neutral,Grinnell College,,,,"L,3-9",
"April 10, 2010 (Saturday)",,Neutral,Knox College,,,,"W,5-0",
"April 10, 2010 (Saturday)",,Neutral,Monmouth College,,,,"W,2-1",
"April 11, 2010 (Sunday)",,Neutral,Illinois College,,,,"W,5-4",
"April 11, 2010 (Sunday)",,Neutral,Lake Forest College,,,,"L,2-10",
"April 14, 2010 (Wednesday)",,Away,Carroll University,"Waukesha, Wis.",,,"W,2-1",
"April 14, 2010 (Wednesday)",,Away,Carroll University,"Waukesha, Wis.",,,"L,0-4",
"April 17, 2010 (Saturday)",,Away,Lawrence University,"Appleton, Wis.",,,"W,9-2",
"April 17, 2010 (Saturday)",,Away,Lawrence University,"Appleton, Wis.",,,"L,0-9",
"April 19, 2010 (Monday)",,Home,Rockford University,"Beloit, Wis./Strong Complex Softball Field",,,"L,2-6",
"April 19, 2010 (Monday)",,Home,Rockford University,"Beloit, Wis./Strong Complex Softball Field",,,"W,7-6",
"April 22, 2010 (Thursday)",,Home,Ripon College,"Beloit, WIs./Strong Complex Softball Field",,,"L,2-5",
"April 22, 2010 (Thursday)",,Home,Ripon College,"Beloit, Wis./Strong Complex Softball Field",,,"L,0-3",
"April 27, 2010 (Tuesday)",,Home,University of Chicago,"Beloit, WIs./Strong Complex Softball Field",,,"L,0-8",
"April 27, 2010 (Tuesday)",,Home,University of Chicago,"Beloit, Wis./Strong Complex Softball Field",,,"L,1-6",
