Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 24, 2022 (Wednesday)",7:00 PM,Away,Edgewood College,"Madison, WI",,,Exhibition Game,,History
"August 27, 2022 (Saturday)",5:00 PM,Home,Marian University,"Beloit, Wis./Strong Complex Soccer Field",,,Exhibition Game,,History
"September 1, 2022 (Thursday)",4:00 PM,Home,North Park University,"Beloit, Wis./Strong Complex Soccer Field",,,,"L,0-3",Box ScoreRecap
"September 4, 2022 (Sunday)",4 PM,Home,Concordia University (Wis.),"Beloit, Wis./Strong Complex Soccer Field",,,,"L,1-3",Box ScoreRecap
"September 8, 2022 (Thursday)",7 PM,Away,Loras College,"Dubuque, Iowa",,,,"L,0-8",Box ScoreRecap
"September 10, 2022 (Saturday)",4:30 PM,Home,Lakeland University,"Beloit, Wis./Strong Complex Soccer Field",,,,"L,1-5",Box ScoreRecap
"September 15, 2022 (Thursday)",4 PM,Home,Maranatha Baptist  University,"Beloit, Wis./Strong Complex Soccer Field",,,,"W,7-1",Box ScoreRecap
"September 18, 2022 (Sunday)",3:30 PM,Away,Illinois Institute of Technology,"Chicago, Ill.",,,,"L,0-3",Box ScoreRecap
"September 24, 2022 (Saturday)",11 AM,Away,Ripon College,"Ripon, Wis.",,,,"L,0-4",Box ScoreRecap
"September 27, 2022 (Tuesday)",4 PM,Away,University of Wisconsin-Whitewater,"Whitewater, Wis.",,,,"L,0-4",Box ScoreRecap
"October 1, 2022 (Saturday)",11 AM,Home,Knox College,"Beloit, Wis./Strong Complex Soccer Field",,,,"T,2-2",Box Score
"October 4, 2022 (Tuesday)",4:30 PM,Home,Lake Forest College,"Beloit, Wis./Strong Complex Soccer Field",,,,"W,2-1",Box ScoreRecap
"October 8, 2022 (Saturday)",11 AM,Away,Grinnell College,"Grinnell, Iowa",,,,"T,1-1",Box ScoreRecap
"October 16, 2022 (Sunday)",11 AM,Away,Illinois College,"Jacksonville, Ill.",,,,"T,1-1",Box ScoreRecap
"October 22, 2022 (Saturday)",11 AM,Home,Monmouth College,"Beloit, Wis./Strong Complex Soccer Field",,,,"W,2-1",Box ScoreRecap
"October 27, 2022 (Thursday)",3:00 PM,Home,Lawrence University,"Beloit, Wis./Strong Complex Soccer Field",,,,"T,1-1",Box ScoreRecap
"October 29, 2022 (Saturday)",11 AM,Away,Cornell College,"Mount Vernon, Iowa",,,,"L,2-3",Box ScoreRecap
