Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"October 12, 1982 (Tuesday)",TBA,Away,Drake University,"Des Moines, IA",,,"W,5-4",
"March 1, 1983 (Tuesday)",,Home,William Penn,"Grinnell, IA",,,"W,7-2",
"March 3, 1983 (Thursday)",,Home,Northern Iowa,"Grinnell, IA",,,"L,0-8",
"March 8, 1983 (Tuesday)",,Home,Wartburg,"Grinnell, IA",,,"W,7-2",
"March 28, 1983 (Monday)",,Away,University of Missouri - St. Louis,"St. Louis, MO",,,"L,0-9",
"April 8, 1983 (Friday)",,Home,Coe,"Grinnell, IA",,,"W,6-3",
"April 9, 1983 (Saturday)",,Away,Knox,"Galesburg, IL",,,"L,4-5",
"April 15, 1983 (Friday)",,Away,Cornell Invitational,"Mount Vernon, IA",,,4th/8 Teams,
"April 30, 1983 (Saturday)",,Away,Carleton College Quadrangular,"Northfield, MN",,,3rd/4 Teams,
"May 4, 1983 (Wednesday)",,Away,Midwest Conference Tournament,"Appleton, WI",,,7th/12 Teams,
