Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"February 24, 2024 (Saturday)",6:00 p.m.,Neutral,Roosevelt University,"Rosemont, IL",,,,"L,1-7",Box ScoreRecap
"February 24, 2024 (Saturday)",8:00 p.m.,Neutral,Roosevelt University,"Rosemont, IL",,,,"W,9-1(6 innings)",Box ScoreRecap
"March 11, 2024 (Monday)",9:00 a.m. ET,Neutral,University of Wisconsin-Stout,"Clermont, FL",,,The Spring Games,"L,1-4",Box ScoreRecap
"March 11, 2024 (Monday)",11:15 a.m. ET,Neutral,United States Coast Guard Academy,"Clermont, FL",,,The Spring Games,"W,6-3",Box ScoreRecap
"March 12, 2024 (Tuesday)",4:00 p.m. ET,Neutral,University of Northwestern (MN),"Clermont, FL",,,The Spring Games,"W,4-0",Box ScoreRecap
"March 12, 2024 (Tuesday)",6:15 p.m. ET,Neutral,The College of Wooster,"Clermont, FL",,,The Spring Games,"W,14-3(5 innings)",Box ScoreRecap
"March 14, 2024 (Thursday)",4:00 p.m. ET,Neutral,Skidmore College,"Kissimmee, FL",,,The Spring Games,"W,14-6(6 innings)",Box ScoreRecap
"March 14, 2024 (Thursday)",6:00 p.m. ET,Neutral,Hamline University,"Kissimmee, FL",,,The Spring Games,"W,8-0(5 innings)",Box ScoreRecap
"March 15, 2024 (Friday)",11:15 a.m. ET,Neutral,Roger Williams University,"Clermont, FL",,,The Spring Games,"L,3-5(8 innings)",Box ScoreRecap
"March 15, 2024 (Friday)",1:30 p.m. ET,Neutral,Rowan University,"Clermont, FL",,,The Spring Games,"L,1-8",Box ScoreRecap
"March 16, 2024 (Saturday)",9:15 a.m. ET,Neutral,Loras College,"Clermont, FL",,,The Spring Games,"L,0-2",Box ScoreRecap
"March 16, 2024 (Saturday)",11:30 a.m. ET,Neutral,Simpson College,"Clermont, FL",,,The Spring Games,"L,8-11",Box ScoreRecap
"March 28, 2024 (Thursday)",3:00 p.m.,Home,Elmhurst University,"Lake Forest, IL/Mohr Field",,,,"L,4-11",Box ScoreRecapProgramGallery
