Player,Longest,Current
"Gampell, Carson",8,8
"Guieb, Riley",8,8
"Booth, Jared",8,8
"Inaba, Matthew",8,8
"Weirather, Brock",5,-
"McNitt, Quinton",4,4
"Hager, Jack",4,4
"Richardson, Sean",4,-
"Koehler, Chad",3,3
"Czajkowski, Kory",2,2
"King, Cooper",2,2
"Williams, Justin",1,-
"Richman, Will",1,-
"Gillespie, Jack",1,1
