Statistic,High,Opponent
PUTOUTS,27,UW-Superior (3/7/2020)
ASSISTS,12,Buena Vista Univ. (3/1/2019)
ERRORS,3,Buena Vista Univ. (3/1/2019)
PASSED BALLS,1,Buena Vista Univ. (3/1/2019); Buena Vista Univ. (2/29/2020); UW-Superior (3/8/2020)
DPS TURNED,1,Buena Vista Univ. (2/29/2020); Buena Vista Univ. (2/29/2020)
