Statistic,High,Player,Opponent
PUTOUTS,12,Chad Koehler,UW-Superior (3/7/2020)
ASSISTS,5,Quinton McNitt,Buena Vista Univ. (3/1/2019)
ERRORS,2,Jack Gillespie,UW-Superior (3/8/2020)
PASSED BALLS,1,Justin Williams; Daniel Lubelfeld,Buena Vista Univ. (3/1/2019); Buena Vista Univ. (2/29/2020); UW-Superior (3/8/2020)
DPS TURNED,1,Quinton McNitt; Riley Guieb,Buena Vista Univ. (2/29/2020); Buena Vista Univ. (2/29/2020)
