#,Player,C,PO,A,E,FLD%,DP,SBA,CSB,PB,CI,Bio Link
4.0,"Gampell, Carson 4 Gampell, Carson",46,41,5,0,1.0,1,0,0,0,0,View Bio
12.0,"Williams, Justin 12 Williams, Justin",34,34,0,0,1.0,0,6,0,2,0,View Bio
6.0,"McNitt, Quinton 6 McNitt, Quinton",22,12,10,0,1.0,1,0,0,0,0,View Bio
10.0,"Weirather, Brock 10 Weirather, Brock",11,10,1,0,1.0,0,0,0,0,0,View Bio
11.0,"Hager, Jack 11 Hager, Jack",10,10,0,0,1.0,0,0,0,0,0,View Bio
22.0,"Lubelfeld, Daniel 22 Lubelfeld, Daniel",3,3,0,0,1.0,0,0,1,1,0,View Bio
29.0,"LaMotte, Sam 29 LaMotte, Sam",3,0,3,0,1.0,0,1,0,0,0,View Bio
18.0,"Richman, Will 18 Richman, Will",2,1,1,0,1.0,0,1,0,0,0,View Bio
19.0,"Pine, Ezra 19 Pine, Ezra",2,1,1,0,1.0,0,4,0,0,0,View Bio
27.0,"Richardson, Sean 27 Richardson, Sean",2,2,0,0,1.0,0,0,0,0,0,View Bio
25.0,"Dudley, Joe 25 Dudley, Joe",1,0,1,0,1.0,0,0,0,0,0,View Bio
31.0,"Jack, Ryan 31 Jack, Ryan",1,1,0,0,1.0,0,1,0,0,0,View Bio
8.0,"Lu, Nate 8 Lu, Nate",1,1,0,0,1.0,0,1,0,0,0,View Bio
23.0,"Koehler, Chad 23 Koehler, Chad",36,32,3,1,0.972,0,9,2,0,0,View Bio
37.0,"Inaba, Matthew 37 Inaba, Matthew",13,11,1,1,0.923,0,0,0,0,0,View Bio
3.0,"Czajkowski, Kory 3 Czajkowski, Kory",12,5,6,1,0.917,1,0,0,0,0,View Bio
36.0,"Booth, Jared 36 Booth, Jared",19,6,11,2,0.895,1,0,0,0,0,View Bio
7.0,"Guieb, Riley 7 Guieb, Riley",22,8,11,3,0.864,1,0,0,0,0,View Bio
43.0,"Gillespie, Jack 43 Gillespie, Jack",5,1,2,2,0.6,0,0,0,0,0,View Bio
20.0,"Bartusek, Seth 20 Bartusek, Seth",2,1,0,1,0.5,0,2,0,0,0,View Bio
13.0,"Chang, Ryan 13 Chang, Ryan",1,0,0,1,0.0,0,0,0,0,0,View Bio
15.0,"Jungers, Ryan 15 Jungers, Ryan",0,0,0,0,0.0,0,1,1,0,0,View Bio
16.0,"Lane, Simon 16 Lane, Simon",0,0,0,0,0.0,0,2,0,0,0,View Bio
17.0,"Taylor, Zeke 17 Taylor, Zeke",0,0,0,0,0.0,0,0,0,0,0,View Bio
21.0,"Lamberty, Matthew 21 Lamberty, Matthew",0,0,0,0,0.0,0,1,0,0,0,View Bio
26.0,"Bounds, Jeffrey 26 Bounds, Jeffrey",0,0,0,0,0.0,0,0,0,0,0,View Bio
32.0,"Shubert, Gabriel 32 Shubert, Gabriel",0,0,0,0,0.0,0,0,0,0,0,View Bio
33.0,"Hadding, Lucas 33 Hadding, Lucas",0,0,0,0,0.0,0,0,0,0,0,View Bio
35.0,"Bucklin, Shiva 35 Bucklin, Shiva",0,0,0,0,0.0,0,0,0,0,0,View Bio
40.0,"Moeller, Ryan 40 Moeller, Ryan",0,0,0,0,0.0,0,0,0,0,0,View Bio
44.0,"Morsch, Jacob 44 Morsch, Jacob",0,0,0,0,0.0,0,1,0,0,0,View Bio
5.0,"King, Cooper 5 King, Cooper",0,0,0,0,0.0,0,0,0,0,0,View Bio
,Totals,248,180,56,12,0.952,2,30,4,3,0,
,Opponents,258,179,65,14,0.946,4,26,9,2,0,
