Player,2,3,4,5+,Total
"Gampell, Carson",3,-,2,-,5
"Booth, Jared",4,1,-,-,5
"Weirather, Brock",1,3,-,-,4
"Inaba, Matthew",2,2,-,-,4
"McNitt, Quinton",2,1,-,-,3
"Czajkowski, Kory",1,-,-,-,1
"Hager, Jack",1,-,-,-,1
"Koehler, Chad",-,1,-,-,1
"Richardson, Sean",-,1,-,-,1
TEAM,14,9,2,0,25
