Player,Longest,Current
"Booth, Jared",7,-
"Inaba, Matthew",7,7
"Gampell, Carson",5,2
"Weirather, Brock",5,-
"McNitt, Quinton",4,4
"Guieb, Riley",3,3
"Czajkowski, Kory",2,2
"King, Cooper",2,2
"Richardson, Sean",2,-
"Hager, Jack",1,-
"Williams, Justin",1,-
"Koehler, Chad",1,1
"Gillespie, Jack",1,1
