Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Henderson, Erik",JR-3,1.83m,"6' 0""",Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Huelskamp, Ethan",SO-2,1.80m,"5' 10.75""",Emory Classic,"Mar 30, 2018"
