Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 2, 2023 (Saturday)",1 p.m.,Home,Ripon College,"De Pere, Wis./Donald J. Schneider Stadium",,,,"W,23-7",Box ScoreRecapGame Book (PDF)Gallery
"September 9, 2023 (Saturday)",1 p.m.,Away,UW-Stevens Point,"Stevens Point, Wis.",,,,"L,31-28",Box ScoreRecapGame Book (PDF)
"September 16, 2023 (Saturday)",1 p.m.,Home,Wisconsin Lutheran College,"De Pere, Wis./Donald J. Schneider Stadium",,,,"W,37-32",Box ScoreRecapGame Book (PDF)
"September 23, 2023 (Saturday)",1 p.m.,Away,Eureka College,"Eureka, Ill.",,,,"L,21-17",Box ScoreRecapGame Book (PDF)
"September 30, 2023 (Saturday)",1 p.m.,Away,Lakeland Univ.,"Plymouth, Wis.",,,,"W,24-21",Box ScoreRecapGame Book (PDF)
"October 7, 2023 (Saturday)",1 p.m.,Home,Rockford Univ.,"De Pere, Wis./Donald J. Schneider Stadium",,,,"W,58-6",Box ScoreRecapGame Book (PDF)
"October 14, 2023 (Saturday)",1 p.m.,Home,Aurora Univ.,"De Pere, Wis./Donald J. Schneider Stadium",,,,"L,37-9",Box ScoreRecapGame Book (PDF)
"October 21, 2023 (Saturday)",1 p.m.,Away,Concordia Univ. Wisconsin,"Mequon, Wis.",,,,"W,13-7(OT)",Box ScoreRecapGame Book (PDF)
"October 28, 2023 (Saturday)",1 p.m.,Away,Concordia Univ. Chicago,"River Forest, Ill.",,,,"W,56-7",Box ScoreRecapGame Book (PDF)
"November 11, 2023 (Saturday)",2 p.m.,Home,Benedictine Univ.,"De Pere, Wis./Donald J. Schneider Stadium",,,,"W,24-0",Box ScoreRecapGame Book (PDF)
"November 18, 2023 (Saturday)",11 a.m.,Neutral,Monmouth College,"Wauwatosa, Wis. / Raabe Stadium",,,Cousins Subs Lakefront Bowl,"L,21-14",Box ScoreRecapGame Book (PDF)
