Unnamed: 0,Time,Athletes,Meet,Meet Date
,4:03.82,"Gartner, Ajinjeru, Burnell, Miller",Dick Young Classic,"Apr 23, 2011"
,4:09.63,"Burnell, Ajinjeru, Miller, Kwong",Point Loma Collegiate Scoring Meet,"Mar 26, 2011"
,4:10.92,"Burnell, Ajinjeru, Rouse, Miller",Cornell Invitational,"Apr 9, 2011"
