Unnamed: 0,Time,Athletes,Meet,Meet Date
,53.11,"Clennon, Ajinjeru, Miller, Graber",Dick Young Classic,"Apr 23, 2011"
,1:01.16,"Fenster, Mitchell, Nahib, Hasan",Dick Young Classic,"Apr 23, 2011"
,1:01.50,"Young, Baranshamaje, Kubicek, Huey",Dick Young Classic,"Apr 23, 2011"
