Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Young, Jordan",,35.82m,"117' 6""",Midwest Conference Championship,"May 13, 2011"
,"Kubicek, Heather",,34.43m,"112' 11""",Dick Young Classic,"Apr 23, 2011"
,"Baranshamaje, Nadine",SR-4,16.45m,"54' 0""",Monmouth Scots Invite,"May 7, 2011"
