Unnamed: 0,Athlete,Year,Time,Meet,Meet Date,Wind
,"Ajinjeru, Christine",,27.31,Midwest Conference Championship,"May 13, 2011",1.3
,"Clennon, Emily",,27.74,Point Loma Collegiate Scoring Meet,"Mar 26, 2011",2.1
,"Olsen, Maia",,29.6,Cornell Invitational,"Apr 9, 2011",-1.4
,"Mitchell, Gabrielle",,29.91,Dick Young Classic,"Apr 23, 2011",0.1
,"Kwong, Allegra",SR-4,30.53,Dick Young Classic,"Apr 23, 2011",0.0
,"Bates, Samantha",,30.63,Kip Janvrin Open,"Apr 28, 2011",1.9
,"Hasan, Nadia",,32.72,Monmouth Scots Invite,"May 7, 2011",0.3
,"Nahib, Nilob",,32.91,Midwest Conference Championship,"May 13, 2011",1.3
