Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Miller, Isabelle",,1:05.28,Point Loma Collegiate Scoring Meet,"Mar 26, 2011"
,"Olsen, Maia",,1:16.39,Midwest Conference Championship,"May 13, 2011"
