0,1,2,3,4
,,,Low,
Season,Rounds,Strokes,Round,Average
2014-15,13,1010,68,77.7
2015-16,13,1008,72,77.5
2016-17,13,1009,74,77.6
2017-18,8,635,75,79.4
Totals,47,3662,68,77.9
