Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2011 (Thursday)",2 pm,Away,Dominican (Ill.),,,,"L,1-2",Box ScoreRecap
"September 4, 2011 (Sunday)",2 pm,Away,Kalamazoo,,,,"W,4-0",Box ScoreRecap
"September 7, 2011 (Wednesday)",5:30 pm,Away,Wabash,,,,"W,1-0",Box ScoreRecap
"September 10, 2011 (Saturday)",1 pm,Away,Lakeland,,,,"W,4-1",Box ScoreRecap
"September 13, 2011 (Tuesday)",7 pm,Away,Wheaton (Ill.),,,,"T,0-0",Recap
"September 17, 2011 (Saturday)",6:30 pm,Away,Ill. Wesleyan,,,,"W,3-2",Recap
"September 21, 2011 (Wednesday)",4 pm,Home,Elmhurst,,,,"W,1-0",Recap
"September 27, 2011 (Tuesday)",7 pm,Home,North Park,,,,"T,1-1",Recap
"October 1, 2011 (Saturday)",11 am,Home,Emory,,,,"L,0-1",Box ScoreRecap
"October 4, 2011 (Tuesday)",7 pm,Away,Carthage,,,,"L,1-2",Recap
"October 9, 2011 (Sunday)",11 am,Away,Carnegie Mellon,,,,"L,2-3",Box ScoreRecap
"October 14, 2011 (Friday)",4 pm,Away,Brandeis,,,,"L,1-2",Box ScoreRecap
"October 16, 2011 (Sunday)",11 am,Away,New York U.,,,,"L,1-2",Recap
"October 20, 2011 (Thursday)",7 pm,Home,Chicago,,,,"L,0-4",Box ScoreRecap
"October 23, 2011 (Sunday)",1 pm,Home,Wis.-Whitewater,,,,"W,1-0",Recap
"October 28, 2011 (Friday)",3 pm,Home,Case Western Reserve,,,,"W,1-0",Box ScoreRecap
"October 30, 2011 (Sunday)",11 am,Home,Rochester (N.Y.),,,,"W,3-2",Recap
"November 5, 2011 (Saturday)",11 am,Home,Washington (Mo.),,,,"L,0-2",Box ScoreRecap
