Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Bresnahan, Cara",FR-1,9.35m,"30' 8.25""",Midwest Conference Indoor Track & Field Championships,"Feb 26, 2016",0.0
,"Bresnahan, Cara",FR-1,9.22m,"30' 3""",Grinnell Darren Young Indoor Classic,"Feb 13, 2016",0.0
,"Bresnahan, Cara",FR-1,9.05m,"29' 8.25""",Grinnell Indoor Invitational,"Feb 6, 2016",0.0
,"Bresnahan, Cara",FR-1,8.99m,"29' 6""",Wartburg Indoor Invite,"Feb 20, 2016",0.0
,"Menssen, Katie",FR-1,8.92m,"29' 3.25""",Midwest Conference Indoor Track & Field Championships,"Feb 26, 2016",0.0
,"Bresnahan, Cara",FR-1,8.88m,"29' 1.75""",Midwest Conference Indoor Track & Field Championships,"Feb 26, 2016",0.0
,"Bresnahan, Cara",FR-1,8.86m,"29' 1""",Wartburg Indoor Invite,"Feb 20, 2016",0.0
,"Bresnahan, Cara",FR-1,8.83m,"28' 11.75""",Wartburg Indoor Invite,"Feb 20, 2016",0.0
,"Bresnahan, Cara",FR-1,8.77m,"28' 9.25""",Wartburg Indoor Invite,"Feb 20, 2016",0.0
,"Bresnahan, Cara",FR-1,8.70m,"28' 6.5""",Wartburg Indoor Invite,"Feb 20, 2016",0.0
,"Menssen, Katie",FR-1,8.69m,"28' 6.25""",Midwest Conference Indoor Track & Field Championships,"Feb 26, 2016",0.0
,"Bresnahan, Cara",FR-1,8.63m,"28' 3.75""",Wartburg Indoor Invite,"Feb 20, 2016",0.0
,"Menssen, Katie",FR-1,8.55m,"28' 0.75""",Midwest Conference Indoor Track & Field Championships,"Feb 26, 2016",0.0
,"Menssen, Katie",FR-1,8.49m,"27' 10.25""",Wartburg Indoor Invite,"Feb 20, 2016",0.0
,"Menssen, Katie",FR-1,8.46m,"27' 9.25""",Wartburg Indoor Invite,"Feb 20, 2016",0.0
,"Menssen, Katie",FR-1,8.43m,"27' 8""",Wartburg Indoor Invite,"Feb 20, 2016",0.0
,"Bresnahan, Cara",FR-1,8.39m,"27' 6.5""",Midwest Conference Indoor Track & Field Championships,"Feb 26, 2016",0.0
,"Menssen, Katie",FR-1,8.35m,"27' 4.75""",Wartburg Indoor Invite,"Feb 20, 2016",0.0
,"Menssen, Katie",FR-1,7.90m,"25' 11""",Wartburg Indoor Invite,"Feb 20, 2016",0.0
