Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Schaefer, Emma",SO-2,19:10.39 #,2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,"Keleher, Cara",SO-2,20:05.49 #,2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,"McCusker, Katie Lou",SR-4,20:34.98 #,Midwest Conference Indoor Championships,"Feb 22, 2019"
