Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Clawson, Ian",FR-1,12.22m,"40' 1.25""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Clawson, Ian",FR-1,12.13m,"39' 9.75""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Clawson, Ian",FR-1,11.92m,"39' 1.25""",Mustang Open,"Apr 1, 2023"
,"Clawson, Ian",FR-1,11.84m,"38' 10.25""",Mustang Open,"Apr 1, 2023"
,"Clawson, Ian",FR-1,11.60m,"38' 0.75""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Clawson, Ian",FR-1,11.30m,"37' 1""",D3 Challenge,"Mar 25, 2023"
,"Clawson, Ian",FR-1,11.28m,"37' 0.25""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Clawson, Ian",FR-1,11.26m,"36' 11.5""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Clawson, Ian",FR-1,11.26m,"36' 11.5""",Dick Young Classic,"Apr 22, 2023"
,"Clawson, Ian",FR-1,11.22m,"36' 9.75""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Clawson, Ian",FR-1,11.17m,"36' 7.75""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Richter, Theo",SO-2,11.11m,"36' 5.5""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Clawson, Ian",FR-1,10.91m,"35' 9.5""",Mustang Open,"Apr 1, 2023"
,"Clawson, Ian",FR-1,10.91m,"35' 9.5""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Clawson, Ian",FR-1,10.90m,"35' 9.25""",Dick Young Classic,"Apr 22, 2023"
,"Clawson, Ian",FR-1,10.83m,"35' 6.5""",Dick Young Classic,"Apr 22, 2023"
,"Chu, Travis",SO-2,10.80m,"35' 5.25""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Clawson, Ian",FR-1,10.58m,"34' 8.5""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Bean, Garret",SO-2,10.54m,"34' 7""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Bean, Garret",SO-2,10.42m,"34' 2.25""",D3 Challenge,"Mar 25, 2023"
,"Bean, Garret",SO-2,10.31m,"33' 10""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Bean, Garret",SO-2,10.26m,"33' 8""",Dick Young Classic,"Apr 22, 2023"
,"Bean, Garret",SO-2,10.23m,"33' 6.75""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Chu, Travis",SO-2,10.18m,"33' 4.75""",Dick Young Classic,"Apr 22, 2023"
,"Chu, Travis",SO-2,10.15m,"33' 3.75""",Dick Young Classic,"Apr 22, 2023"
,"Bean, Garret",SO-2,10.14m,"33' 3.25""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Bean, Garret",SO-2,10.04m,"32' 11.25""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Bean, Garret",SO-2,9.95m,"32' 7.75""",D3 Challenge,"Mar 25, 2023"
,"Bean, Garret",SO-2,9.93m,"32' 7""",Dick Young Classic,"Apr 22, 2023"
,"Chu, Travis",SO-2,9.88m,"32' 5""",Dick Young Classic,"Apr 22, 2023"
,"Chu, Travis",SO-2,9.71m,"31' 10.25""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Bean, Garret",SO-2,9.66m,"31' 8.5""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Bean, Garret",SO-2,9.57m,"31' 4.75""",D3 Challenge,"Mar 25, 2023"
,"Bean, Garret",SO-2,9.49m,"31' 1.75""",Dick Young Classic,"Apr 22, 2023"
,"Bean, Garret",SO-2,9.37m,"30' 9""",Mustang Open,"Apr 1, 2023"
,"Bean, Garret",SO-2,9.35m,"30' 8.25""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Bean, Garret",SO-2,9.29m,"30' 5.75""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Bean, Garret",SO-2,9.22m,"30' 3""",Mustang Open,"Apr 1, 2023"
,"Bean, Garret",SO-2,8.10m,"26' 7""",Mustang Open,"Apr 1, 2023"
,"Clawson, Ian",FR-1,1.52m,"5' 0""",D3 Challenge,"Mar 25, 2023"
