Unnamed: 0,Athlete,Year,Time,Meet,Meet Date,Wind
,"Fadden, Lucas",FR-1,10.65,Midwest Conference Outdoor Championships,"May 12, 2023",1.1
,"Fadden, Lucas",FR-1,10.87,Augustana College Midwest Twilight Qualifier,"May 18, 2023",0.9
,"Fadden, Lucas",FR-1,10.88,Midwest Conference Outdoor Championships,"May 12, 2023",-0.6
,"Fadden, Lucas",FR-1,10.9,D3 Challenge,"Mar 25, 2023",1.4
,"Fadden, Lucas",FR-1,10.91,Mustang Open,"Apr 1, 2023",1.3
,"Fadden, Lucas",FR-1,10.92,Augustana College Midwest Twilight Qualifier,"May 18, 2023",-0.9
,"Fadden, Lucas",FR-1,10.97,Rittgers Invitational,"Apr 7, 2023",-1.2
,"Fadden, Lucas",FR-1,11.0,Mustang Open,"Apr 1, 2023",0.9
,"Hiser, Alexander",JR-3,11.13,D3 Challenge,"Mar 25, 2023",1.2
,"Hiser, Alexander",JR-3,11.15,Midwest Conference Outdoor Championships,"May 12, 2023",1.9
,"Walcher, Kyler",JR-3,11.38,Midwest Conference Outdoor Championships,"May 12, 2023",1.1
,"Hiser, Alexander",JR-3,11.48,Norse Invite,"Apr 15, 2023",-2.1
,"Hiser, Alexander",JR-3,11.49,Rittgers Invitational,"Apr 7, 2023",-1.2
,"Walcher, Kyler",JR-3,11.59,Mustang Open,"Apr 1, 2023",1.3
,"Walcher, Kyler",JR-3,12.04,Rittgers Invitational,"Apr 7, 2023",-1.6
,"Novelle, Jack",FR-1,12.09,2023 Kip Janvrin Open,"Apr 27, 2023",1.1
