Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Hiser, Alexander",JR-3,44.41m,"145' 8""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Hiser, Alexander",JR-3,44.13m,"144' 9""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Basinger, Brayden",FR-1,41.68m,"136' 9""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Basinger, Brayden",FR-1,41.63m,"136' 7""",Dick Young Classic,"Apr 22, 2023"
,"Basinger, Brayden",FR-1,41.50m,"136' 2""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Basinger, Brayden",FR-1,41.34m,"135' 7""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Hiser, Alexander",JR-3,40.48m,"132' 10""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Hiser, Alexander",JR-3,40.11m,"131' 7""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Basinger, Brayden",FR-1,39.80m,"130' 7""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Basinger, Brayden",FR-1,39.62m,"130' 0""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Hiser, Alexander",JR-3,39.60m,"129' 11""",D3 Challenge,"Mar 25, 2023"
,"Hiser, Alexander",JR-3,39.32m,"129' 0""",Dick Young Classic,"Apr 22, 2023"
,"Hiser, Alexander",JR-3,39.20m,"128' 7""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Hiser, Alexander",JR-3,38.51m,"126' 4""",D3 Challenge,"Mar 25, 2023"
,"Basinger, Brayden",FR-1,38.40m,"126' 0""",Norse Invite,"Apr 15, 2023"
,"Basinger, Brayden",FR-1,38.36m,"125' 10""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Basinger, Brayden",FR-1,38.35m,"125' 10""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Hiser, Alexander",JR-3,38.26m,"125' 6""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Basinger, Brayden",FR-1,38.21m,"125' 4""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Hiser, Alexander",JR-3,38.19m,"125' 3""",D3 Challenge,"Mar 25, 2023"
,"Basinger, Brayden",FR-1,38.14m,"125' 1""",Dick Young Classic,"Apr 22, 2023"
,"Milenge, Moise",FR-1,38.07m,"124' 11""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Basinger, Brayden",FR-1,37.86m,"124' 2""",Dick Young Classic,"Apr 22, 2023"
,"Basinger, Brayden",FR-1,37.49m,"123' 0""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Hiser, Alexander",JR-3,37.10m,"121' 9""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Basinger, Brayden",FR-1,36.72m,"120' 6""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Milenge, Moise",FR-1,36.64m,"120' 2""",D3 Challenge,"Mar 25, 2023"
,"Hiser, Alexander",JR-3,36.57m,"120' 0""",Dick Young Classic,"Apr 22, 2023"
,"Hiser, Alexander",JR-3,36.49m,"119' 9""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Hiser, Alexander",JR-3,36.30m,"119' 1""",Dick Young Classic,"Apr 22, 2023"
,"Hiser, Alexander",JR-3,35.78m,"117' 5""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
