Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Fornari, Luca",SO-2,4.10m,"13' 5.25""",Dick Young Classic,"Apr 22, 2023"
,"Fornari, Luca",SO-2,4.00m,"13' 1.5""",Mustang Open,"Apr 1, 2023"
,"Fornari, Luca",SO-2,4.00m,"13' 1.5""",Rittgers Invitational,"Apr 7, 2023"
,"Fornari, Luca",SO-2,3.95m,"12' 11.5""",Dick Young Classic,"Apr 22, 2023"
,"Fornari, Luca",SO-2,3.85m,"12' 7.5""",Mustang Open,"Apr 1, 2023"
,"Fornari, Luca",SO-2,3.75m,"12' 3.5""",Rittgers Invitational,"Apr 7, 2023"
,"Fornari, Luca",SO-2,3.70m,"12' 1.5""",Mustang Open,"Apr 1, 2023"
,"Fornari, Luca",SO-2,3.60m,"11' 9.75""",Rittgers Invitational,"Apr 7, 2023"
,"Fornari, Luca",SO-2,3.55m,"11' 7.75""",Mustang Open,"Apr 1, 2023"
,"Fornari, Luca",SO-2,3.55m,"11' 7.75""",Rittgers Invitational,"Apr 7, 2023"
,"Fornari, Luca",SO-2,3.40m,"11' 1.75""",Mustang Open,"Apr 1, 2023"
,"Fornari, Luca",SO-2,3.25m,"10' 8""",Mustang Open,"Apr 1, 2023"
