Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Clawson, Ian",FR-1,46.30m,"151' 11""",Dick Young Classic,"Apr 22, 2023"
,"Clawson, Ian",FR-1,46.15m,"151' 5""",Mustang Open,"Apr 1, 2023"
,"Clawson, Ian",FR-1,46.15m,"151' 5""",D3 Challenge,"Mar 25, 2023"
,"Clawson, Ian",FR-1,46.11m,"151' 3""",Dick Young Classic,"Apr 22, 2023"
,"Clawson, Ian",FR-1,46.09m,"151' 2""",SMU Cardinal Invitational,"Apr 15, 2023"
,"Richter, Theo",SO-2,46.06m,"151' 1""",Augustana College Midwest Twilight Qualifier,"May 18, 2023"
,"Clawson, Ian",FR-1,46.01m,"150' 11""",Mustang Open,"Apr 1, 2023"
,"Richter, Theo",SO-2,46.00m,"150' 11""",Rittgers Invitational,"Apr 7, 2023"
,"Clawson, Ian",FR-1,46.00m,"150' 11""",Rittgers Invitational,"Apr 7, 2023"
,"Richter, Theo",SO-2,45.70m,"149' 11""",Dick Young Classic,"Apr 22, 2023"
,"Richter, Theo",SO-2,45.56m,"149' 6""",Dick Young Classic,"Apr 22, 2023"
,"Richter, Theo",SO-2,45.39m,"148' 11""",SMU Cardinal Invitational,"Apr 15, 2023"
,"Clawson, Ian",FR-1,45.35m,"148' 9""",SMU Cardinal Invitational,"Apr 15, 2023"
,"Clawson, Ian",FR-1,45.30m,"148' 7""",Rittgers Invitational,"Apr 7, 2023"
,"Clawson, Ian",FR-1,45.18m,"148' 3""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Richter, Theo",SO-2,45.00m,"147' 8""",SMU Cardinal Invitational,"Apr 15, 2023"
,"Clawson, Ian",FR-1,44.97m,"147' 6""",Mustang Open,"Apr 1, 2023"
,"Clawson, Ian",FR-1,44.97m,"147' 6""",SMU Cardinal Invitational,"Apr 15, 2023"
,"Richter, Theo",SO-2,44.84m,"147' 1""",Rittgers Invitational,"Apr 7, 2023"
,"Richter, Theo",SO-2,44.82m,"147' 0""",Rittgers Invitational,"Apr 7, 2023"
,"Richter, Theo",SO-2,44.67m,"146' 7""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Richter, Theo",SO-2,44.57m,"146' 3""",Mustang Open,"Apr 1, 2023"
,"Bean, Garret",SO-2,44.38m,"145' 7""",Dick Young Classic,"Apr 22, 2023"
,"Richter, Theo",SO-2,44.05m,"144' 6""",Rittgers Invitational,"Apr 7, 2023"
,"Bean, Garret",SO-2,43.86m,"143' 11""",Rittgers Invitational,"Apr 7, 2023"
,"Bean, Garret",SO-2,43.82m,"143' 9""",Rittgers Invitational,"Apr 7, 2023"
,"Richter, Theo",SO-2,43.71m,"143' 5""",SMU Cardinal Invitational,"Apr 15, 2023"
,"Richter, Theo",SO-2,43.70m,"143' 4""",SMU Cardinal Invitational,"Apr 15, 2023"
,"Bean, Garret",SO-2,43.64m,"143' 2""",Mustang Open,"Apr 1, 2023"
,"Bean, Garret",SO-2,43.56m,"142' 11""",Mustang Open,"Apr 1, 2023"
,"Bean, Garret",SO-2,43.52m,"142' 9""",Rittgers Invitational,"Apr 7, 2023"
,"Bean, Garret",SO-2,43.14m,"141' 6""",Rittgers Invitational,"Apr 7, 2023"
,"Richter, Theo",SO-2,43.08m,"141' 4""",Rittgers Invitational,"Apr 7, 2023"
,"Bean, Garret",SO-2,43.01m,"141' 1""",Dick Young Classic,"Apr 22, 2023"
,"Bean, Garret",SO-2,42.90m,"140' 9""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Clawson, Ian",FR-1,42.68m,"140' 0""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Bean, Garret",SO-2,42.39m,"139' 1""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Bean, Garret",SO-2,42.15m,"138' 3""",Dick Young Classic,"Apr 22, 2023"
,"Bean, Garret",SO-2,41.90m,"137' 6""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Bean, Garret",SO-2,41.58m,"136' 5""",SMU Cardinal Invitational,"Apr 15, 2023"
,"Richter, Theo",SO-2,41.06m,"134' 8""",Mustang Open,"Apr 1, 2023"
,"Bean, Garret",SO-2,40.99m,"134' 6""",Mustang Open,"Apr 1, 2023"
,"Clawson, Ian",FR-1,40.80m,"133' 10""",Rittgers Invitational,"Apr 7, 2023"
,"Bean, Garret",SO-2,40.74m,"133' 8""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Bean, Garret",SO-2,40.59m,"133' 2""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Bean, Garret",SO-2,39.89m,"130' 10""",Mustang Open,"Apr 1, 2023"
,"Bean, Garret",SO-2,39.61m,"129' 11""",SMU Cardinal Invitational,"Apr 15, 2023"
,"Bean, Garret",SO-2,39.57m,"129' 10""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Bean, Garret",SO-2,39.12m,"128' 4""",SMU Cardinal Invitational,"Apr 15, 2023"
,"Bean, Garret",SO-2,38.88m,"127' 7""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Bean, Garret",SO-2,38.65m,"126' 10""",SMU Cardinal Invitational,"Apr 15, 2023"
,"Bean, Garret",SO-2,38.44m,"126' 1""",Mustang Open,"Apr 1, 2023"
,"Bean, Garret",SO-2,38.37m,"125' 11""",SMU Cardinal Invitational,"Apr 15, 2023"
,"Bean, Garret",SO-2,37.86m,"124' 2""",SMU Cardinal Invitational,"Apr 15, 2023"
,"Bean, Garret",SO-2,37.54m,"123' 2""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Bean, Garret",SO-2,36.46m,"119' 7""",D3 Challenge,"Mar 25, 2023"
,"Bean, Garret",SO-2,34.51m,"113' 3""",Mustang Open,"Apr 1, 2023"
,"Bean, Garret",SO-2,34.16m,"112' 1""",D3 Challenge,"Mar 25, 2023"
,"Bean, Garret",SO-2,34.08m,"111' 10""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Bean, Garret",SO-2,33.66m,"110' 5""",Midwest Conference Outdoor Championships,"May 12, 2023"
