Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 5, 1987 (Saturday)",,Away,North Park University,"Chicago, IL",,,"L,3-4(OT)",
"September 12, 1987 (Saturday)",,Away,Trinity International University (Ill.),"Deerfield, IL",,,"W,4-0",
"September 16, 1987 (Wednesday)",,Away,Aurora University,"Aurora, IL",,,"L,3-5",
"September 20, 1987 (Sunday)",,Away,Roosevelt University,430 S. Michigan Ave,,,"L,1-2",
"September 23, 1987 (Wednesday)",,Home,Judson University,"Lake Forest, IL",,,"L,0-5",
"September 26, 1987 (Saturday)",,Home,Rockford University,"Lake Forest, IL",,,"L,1-3",
"September 30, 1987 (Wednesday)",,Home,Benedictine University,"Lake Forest, IL",,,"T,1-1",
"October 3, 1987 (Saturday)",,Home,Ripon College,"Lake Forest, IL",,,"L,0-1",
"October 7, 1987 (Wednesday)",,Home,Wheaton College (Ill.),"Lake Forest, IL",,,"W,2-0",
"October 10, 1987 (Saturday)",,Away,Lawrence University,"Appleton, WI",,,"L,1-3(OT)",
"October 14, 1987 (Wednesday)",,Away,St. Norbert College,De Pere. WI,,,"L,0-1",
"October 17, 1987 (Saturday)",,Home,Beloit College,"Lake Forest, IL",,,"W,4-0",
"October 24, 1987 (Saturday)",,Home,Illinois Institute of Technology,"Lake Forest, IL",,,"W,2-0",
"October 27, 1987 (Tuesday)",,Away,University of Wisconsin-Whitewater,"Whitewater, WI",,,"L,1-3",
