Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Schulte, Jackson",SO-2,15:32.96,2018 Darren Young Indoor Classic,"Feb 10, 2018"
,"Schulte, Jackson",SO-2,15:35.49,Midwest Conference Indoor Championships,"Feb 23, 2018"
,"Lieberman, Matthew",FR-1,15:38.08,2018 Darren Young Indoor Classic,"Feb 10, 2018"
,"Chamberland, Lucas",FR-1,15:53.83,Midwest Conference Indoor Championships,"Feb 23, 2018"
,"Lieberman, Matthew",FR-1,16:10.60,Midwest Conference Indoor Championships,"Feb 23, 2018"
,"Phipps, Matthew",SO-2,16:11.62,2018 Darren Young Indoor Classic,"Feb 10, 2018"
,"Phipps, Matthew",SO-2,16:12.98,Midwest Conference Indoor Championships,"Feb 23, 2018"
,"Chamberland, Lucas",FR-1,16:19.28,2018 Darren Young Indoor Classic,"Feb 10, 2018"
,"Osler, John",SO-2,16:52.56,2018 Darren Young Indoor Classic,"Feb 10, 2018"
,"Bass, Stewart",SR-4,17:28.79,2018 Darren Young Indoor Classic,"Feb 10, 2018"
