Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Huelskamp, Ethan",SO-2,1.81m,"5' 11.25""",Wartburg Indoor Invitational,"Feb 17, 2018"
,"Henderson, Erik",JR-3,1.79m,"5' 10.5""",Midwest Conference Indoor Championships,"Feb 23, 2018"
,"Huelskamp, Ethan",SO-2,1.79m,"5' 10.5""",Midwest Conference Indoor Championships,"Feb 23, 2018"
,"Huelskamp, Ethan",SO-2,1.78m,"5' 10""",2018 Grinnell Indoor Invitational,"Feb 3, 2018"
,"Huelskamp, Ethan",SO-2,1.76m,"5' 9.25""",Wartburg Indoor Invitational,"Feb 17, 2018"
,"Huelskamp, Ethan",SO-2,1.74m,"5' 8.5""",Midwest Conference Indoor Championships,"Feb 23, 2018"
,"Henderson, Erik",JR-3,1.73m,"5' 8""",2018 Grinnell Indoor Invitational,"Feb 3, 2018"
,"Huelskamp, Ethan",SO-2,1.73m,"5' 8""",2018 Grinnell Indoor Invitational,"Feb 3, 2018"
,"Huelskamp, Ethan",SO-2,1.72m,"5' 7.75""",2018 Hilltop Invitational,"Jan 27, 2018"
,"Huelskamp, Ethan",SO-2,1.72m,"5' 7.75""",2018 Darren Young Indoor Classic,"Feb 10, 2018"
,"Huelskamp, Ethan",SO-2,1.71m,"5' 7.25""",Wartburg Indoor Invitational,"Feb 17, 2018"
,"Huelskamp, Ethan",SO-2,1.69m,"5' 6.5""",Midwest Conference Indoor Championships,"Feb 23, 2018"
,"Henderson, Erik",JR-3,1.69m,"5' 6.5""",Midwest Conference Indoor Championships,"Feb 23, 2018"
,"Huelskamp, Ethan",SO-2,1.68m,"5' 6""",2018 Grinnell Indoor Invitational,"Feb 3, 2018"
,"Henderson, Erik",JR-3,1.68m,"5' 6""",2018 Grinnell Indoor Invitational,"Feb 3, 2018"
,"Huelskamp, Ethan",SO-2,1.67m,"5' 5.75""",2018 Hilltop Invitational,"Jan 27, 2018"
,"Huelskamp, Ethan",SO-2,1.64m,"5' 4.5""",Midwest Conference Indoor Championships,"Feb 23, 2018"
,"Henderson, Erik",JR-3,1.64m,"5' 4.5""",Midwest Conference Indoor Championships,"Feb 23, 2018"
,"Huelskamp, Ethan",SO-2,1.63m,"5' 4.25""",2018 Grinnell Indoor Invitational,"Feb 3, 2018"
,"Henderson, Erik",JR-3,1.63m,"5' 4.25""",2018 Grinnell Indoor Invitational,"Feb 3, 2018"
,"Huelskamp, Ethan",SO-2,1.62m,"5' 3.75""",2018 Hilltop Invitational,"Jan 27, 2018"
,"Huelskamp, Ethan",SO-2,1.61m,"5' 3.25""",Wartburg Indoor Invitational,"Feb 17, 2018"
