Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Baumann, Joel",SR-4,1:59.31,Midwest Conference Indoor Championships,"Feb 23, 2018"
,"O'Reilly, Declan",FR-1,2:00.89,Wartburg Indoor Invitational,"Feb 17, 2018"
,"Baumann, Joel",SR-4,2:01.61,Wartburg Indoor Invitational,"Feb 17, 2018"
,"Anderson, Kevin",SR-4,2:01.74,Wartburg Indoor Invitational,"Feb 17, 2018"
,"Baumann, Joel",SR-4,2:02.32,2018 Grinnell Indoor Invitational,"Feb 3, 2018"
,"O'Reilly, Declan",FR-1,2:02.69,2018 Darren Young Indoor Classic,"Feb 10, 2018"
,"O'Reilly, Declan",FR-1,2:03.09,Midwest Conference Indoor Championships,"Feb 23, 2018"
,"O'Reilly, Declan",FR-1,2:04.09,2018 Grinnell Indoor Invitational,"Feb 3, 2018"
,"Anderson, Kevin",SR-4,2:04.17,2018 Darren Young Indoor Classic,"Feb 10, 2018"
,"Anderson, Kevin",SR-4,2:04.92,2018 Hilltop Invitational,"Jan 27, 2018"
,"Lieberman, Matthew",FR-1,2:04.98,2018 Grinnell Indoor Invitational,"Feb 3, 2018"
,"Anderson, Kevin",SR-4,2:05.23,2018 Grinnell Indoor Invitational,"Feb 3, 2018"
,"O'Reilly, Declan",FR-1,2:05.70,2018 Hilltop Invitational,"Jan 27, 2018"
,"Lieberman, Matthew",FR-1,2:07.54,Wartburg Indoor Invitational,"Feb 17, 2018"
,"Midlash, Nicholas",FR-1,2:07.78,Wartburg Indoor Invitational,"Feb 17, 2018"
,"Baumann, Joel",SR-4,2:08.07,2018 Hilltop Invitational,"Jan 27, 2018"
,"O'Reilly, Sean",JR-3,2:08.14,2018 Grinnell Indoor Invitational,"Feb 3, 2018"
,"Midlash, Nicholas",FR-1,2:08.24,Midwest Conference Indoor Championships,"Feb 23, 2018"
,"O'Reilly, Sean",JR-3,2:08.64,2018 Hilltop Invitational,"Jan 27, 2018"
,"Collins, Sam",SR-4,2:08.80,2018 Grinnell Indoor Invitational,"Feb 3, 2018"
,"Collins, Sam",SR-4,2:08.93,Midwest Conference Indoor Championships,"Feb 23, 2018"
,"Midlash, Nicholas",FR-1,2:09.86,2018 Grinnell Indoor Invitational,"Feb 3, 2018"
,"Collins, Sam",SR-4,2:10.05,2018 Darren Young Indoor Classic,"Feb 10, 2018"
,"Collins, Sam",SR-4,2:10.14,2018 Hilltop Invitational,"Jan 27, 2018"
,"O'Reilly, Sean",JR-3,2:10.55,2018 Darren Young Indoor Classic,"Feb 10, 2018"
,"Chamberland, Lucas",FR-1,2:13.19,2018 Grinnell Indoor Invitational,"Feb 3, 2018"
,"Nadesan, Kamal",JR-3,2:13.44,2018 Hilltop Invitational,"Jan 27, 2018"
,"Midlash, Nicholas",FR-1,2:16.10,2018 Hilltop Invitational,"Jan 27, 2018"
,"Bass, Stewart",SR-4,2:17.61,2018 Hilltop Invitational,"Jan 27, 2018"
