Unnamed: 0,Time,Athletes,Meet,Meet Date
,1:35.01,"Shults, Guieb, Taylor, Henderson",Midwest Conference Indoor Championships,"Feb 23, 2018"
,1:35.94,"Henderson, Guieb, Shults, Taylor",2018 Darren Young Indoor Classic,"Feb 10, 2018"
,1:37.39,"Henderson, Guieb, Shults, Taylor",2018 Grinnell Indoor Invitational,"Feb 3, 2018"
