Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Schulte, Jackson",SO-2,8:58.21,Midwest Conference Indoor Championships,"Feb 23, 2018"
,"Schulte, Jackson",,9:08.80,Wartburg Indoor Invitational,"Feb 17, 2018"
,"Lieberman, Matthew",FR-1,9:09.91,2018 Hilltop Invitational,"Jan 27, 2018"
,"Phipps, Matthew",SO-2,9:19.61,Midwest Conference Indoor Championships,"Feb 23, 2018"
,"Chamberland, Lucas",FR-1,9:20.76,Wartburg Indoor Invitational,"Feb 17, 2018"
,"Phipps, Matthew",SO-2,9:21.41,2018 Grinnell Indoor Invitational,"Feb 3, 2018"
,"Phipps, Matthew",SO-2,9:27.85,2018 Hilltop Invitational,"Jan 27, 2018"
,"Osler, John",SO-2,9:32.15,Midwest Conference Indoor Championships,"Feb 23, 2018"
,"Chamberland, Lucas",FR-1,9:36.71,2018 Hilltop Invitational,"Jan 27, 2018"
,"Osler, John",SO-2,9:41.79,2018 Grinnell Indoor Invitational,"Feb 3, 2018"
,"Bass, Stewart",SR-4,9:45.81,2018 Grinnell Indoor Invitational,"Feb 3, 2018"
,"Osler, John",SO-2,9:47.25,2018 Hilltop Invitational,"Jan 27, 2018"
,"Kane, Phillip",SR-4,11:18.13,2018 Grinnell Indoor Invitational,"Feb 3, 2018"
