Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 29, 2014 (Friday)",3 p.m.,Neutral,Carroll Univ.,,,,"31 UW-Whitewater Tournament, Russell Arena - Whitewater, Wis.","L,3-2",
"August 29, 2014 (Friday)",5 p.m.,Neutral,Grinnell College,,,,"31 UW-Whitewater Tournament, Russell Arena - Whitewater, Wis.","W,3-0",
"August 30, 2014 (Saturday)",2 p.m.,Neutral,Millikin Univ.,,,,"31 UW-Whitewater Tournament, Russell Arena - Whitewater, Wis.","L,3-1",
"August 30, 2014 (Saturday)",4 p.m.,Neutral,Lakeland College,,,,"31 UW-Whitewater Tournament, Russell Arena - Whitewater, Wis.","W,3-1",
"September 5, 2014 (Friday)",5 p.m.,Neutral,UW-Whitewater,,,,"31 UW-Stevens Point Tournament, Berg Gym - Stevens Point, Wis.","L,3-0",
"September 5, 2014 (Friday)",7 p.m.,Away,UW-Stevens Point,,,,"31 UW-Stevens Point Tournament, Berg Gym - Stevens Point, Wis.","L,3-0",
"September 6, 2014 (Saturday)",10 a.m.,Neutral,Ripon College,,,,"31 UW-Stevens Point Tournament, Berg Gym - Stevens Point, Wis.","L,3-2",
"September 6, 2014 (Saturday)",Noon,Neutral,Wisconsin Lutheran College,,,,"31 UW-Stevens Point Tournament, Berg Gym - Stevens Point, Wis.","W,3-0",
"September 12, 2014 (Friday)",2 p.m.,Neutral,Alma College,,,,"31 Carthage College Tournament, Tarble Arena - Kenosha, Wis.","W,3-1",
"September 12, 2014 (Friday)",4 p.m.,Neutral,UW-La Crosse,,,,"31 Carthage College Tournament, Tarble Arena - Kenosha, Wis.","L,3-2",
"September 13, 2014 (Saturday)",Noon,Away,Carthage College,,,,"31 Carthage College Tournament, Tarble Arena - Kenosha, Wis.","L,3-0",
"September 13, 2014 (Saturday)",4 p.m.,Neutral,Elmhurst College,,,,"31 Carthage College Tournament, Tarble Arena - Kenosha, Wis.","L,3-0",
"September 17, 2014 (Wednesday)",5:30 p.m.,Home,UW-Stevens Point,,,,,"L,3-0",
"September 17, 2014 (Wednesday)",7:30 p.m.,Home,UW-Oshkosh,,,,,"L,3-0",
"September 19, 2014 (Friday)",3 p.m.,Neutral,Wisconsin Lutheran College,,,,"31 UW-Eau Claire Tournament, McPhee Physical Education Center - Eau Claire, Wis.","W,3-0",
"September 19, 2014 (Friday)",5:15 p.m.,Neutral,Concordia-Moorhead College,,,,"31 UW-Eau Claire Tournament, McPhee Physical Education Center - Eau Claire, Wis.","W,3-2",
"September 20, 2014 (Saturday)",12:15 p.m.,Neutral,Univ. of St. Thomas,,,,"31 UW-Eau Claire Tournament, McPhee Physical Education Center - Eau Claire, Wis.","L,3-0",
"September 20, 2014 (Saturday)",2:30 p.m.,Away,UW-Eau Claire,,,,"31 UW-Eau Claire Tournament, McPhee Physical Education Center - Eau Claire, Wis.","L,3-1",
"October 3, 2014 (Friday)",7:30 p.m.,Home,Monmouth College,,,,,"W,3-0",
"October 4, 2014 (Saturday)",1 p.m.,Home,Knox College,,,,,"W,3-0",
"October 8, 2014 (Wednesday)",7 p.m.,Home,Ripon College,,,,,"W,3-1",
"October 10, 2014 (Friday)",7 p.m.,Away,Grinnell College,,,,,"W,3-0",
"October 11, 2014 (Saturday)",1 p.m.,Away,Cornell College,,,,,"L,3-1",
"October 18, 2014 (Saturday)",1 p.m.,Away,Illinois College,,,,,"W,3-1",
"October 24, 2014 (Friday)",7 p.m.,Away,Lake Forest College,,,,,"W,3-1",
"October 25, 2014 (Saturday)",1 p.m.,Away,Beloit College,,,,,"W,3-0",
"October 29, 2014 (Wednesday)",7 p.m.,Home,Lawrence Univ.,,,,,"W,3-0",
"October 31, 2014 (Friday)",7 p.m.,Home,Carroll Univ.,,,,,"W,3-1",
"November 7, 2014 (Friday)",4:30 p.m.,Neutral,Carroll Univ.,,,,"31 Midwest Conference Tournament, Richard & Norma Small Multi-Sport Center - Mount Vernon, iowa","W,3-1",
"November 8, 2014 (Saturday)",1 p.m.,Away,Cornell College,,,,"31 Midwest Conference Tournament, Richard & Norma Small Multi-Sport Center - Mount Vernon, iowa","L,3-1",
