Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Carchidi, Eva",SO-2,1.43m,"4' 8.25""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Carchidi, Eva",SO-2,1.43m,"4' 8.25""",Dick Young Invitational,"Apr 23, 2022"
,"Carchidi, Eva",SO-2,1.41m,"4' 7.5""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Carchidi, Eva",SO-2,1.40m,"4' 7""",Mustang Open,"Apr 9, 2022"
,"Carchidi, Eva",SO-2,1.38m,"4' 6.25""",Dick Young Invitational,"Apr 23, 2022"
,"Carchidi, Eva",SO-2,1.38m,"4' 6.25""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Carchidi, Eva",SO-2,1.36m,"4' 5.5""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Carchidi, Eva",SO-2,1.35m,"4' 5""",Mustang Open,"Apr 9, 2022"
,"Carchidi, Eva",SO-2,1.33m,"4' 4.25""",Dick Young Invitational,"Apr 23, 2022"
,"Carchidi, Eva",SO-2,1.30m,"4' 3.25""",Mustang Open,"Apr 9, 2022"
,"Carchidi, Eva",SO-2,1.25m,"4' 1.25""",Mustang Open,"Apr 9, 2022"
