Unnamed: 0,Time,Athletes,Meet,Meet Date
,50.5,"Edassery, Olowu, Frasca, Carchidi",Midwest Conference Outdoor Championship,"May 13, 2022"
,50.62,"Edassery, Olowu, Frasca, Carchidi",Dick Young Invitational,"Apr 23, 2022"
,50.84,"Edassery, Olowu, Frasca, Carchidi",2022 Kip Janvrin Open,"Apr 28, 2022"
